时间,代码,名称,周K拉升信号,月K拉升信号
19:38:42,600310,广西能源,False,False
19:38:43,600312,平高电气,False,False
19:38:44,600315,上海家化,False,True
19:38:49,600318,新力金融,False,False
19:38:52,600319,亚星化学,False,True
19:38:54,600322,津投城开,False,False
19:38:55,600320,振华重工,False,True
19:38:59,600325,华发股份,False,True
19:39:03,600327,大东方,False,True
19:39:05,600328,中盐化工,False,True
19:39:06,600329,达仁堂,False,False
19:39:06,600330,天通股份,True,False
19:39:10,600331,宏达股份,False,False
19:39:13,600332,白云山,False,True
19:39:16,600333,长春燃气,False,False
19:39:16,600335,国机汽车,False,False
19:39:17,600336,澳柯玛,False,False
19:39:21,600338,西藏珠峰,False,True
19:39:24,600339,中油工程,False,True
19:39:26,600345,长江通信,True,False
19:39:27,600348,华阳股份,False,False
19:39:29,600346,恒力石化,False,True
19:39:31,600350,山东高速,True,False
19:39:35,600351,亚宝药业,False,False
19:39:37,600352,浙江龙盛,False,False
19:39:38,600353,旭光电子,True,False
19:39:39,600354,敦煌种业,False,False
19:39:42,600356,恒丰纸业,False,False
19:39:45,600358,国旅联合,False,True
19:39:48,600359,新农开发,False,False
19:39:49,600360,华微电子,True,False
19:39:50,600361,创新新材,False,False
19:39:53,600362,江西铜业,False,True
19:39:56,600363,联创光电,True,True
19:39:58,600366,宁波韵升,True,False
19:39:59,600368,五洲交通,False,False
19:40:00,600369,西南证券,False,False
19:40:04,600372,中航机载,False,True
19:40:07,600373,中文传媒,False,True
19:40:09,600375,汉马科技,False,True
19:40:10,600377,宁沪高速,False,False
19:40:12,600378,昊华科技,False,False
19:40:14,600379,宝光股份,False,False
19:40:18,600380,健康元,False,True
19:40:20,600382,广东明珠,False,False
19:40:21,600383,金地集团,False,True
19:40:23,600386,北巴传媒,False,True
19:40:25,600388,紫金龙净,False,False
19:40:29,600390,五矿资本,False,True
19:40:31,600391,航发科技,False,True
19:40:32,600392,盛和资源,True,False
19:40:34,600395,盘江股份,False,False
19:40:36,600396,华电辽能,False,False
19:40:39,600398,海澜之家,False,False
19:40:41,600399,抚顺特钢,False,True
19:40:42,600400,红豆股份,False,False
19:40:44,600403,大有能源,False,True
19:40:46,600405,动力源,False,False
19:40:50,600406,国电南瑞,False,False
19:40:52,600409,三友化工,False,True
19:40:53,600410,华胜天成,False,True
19:40:55,600415,小商品城,False,False
19:40:57,600416,湘电股份,False,True
19:41:02,600418,江淮汽车,False,True
19:41:03,600419,天润乳业,False,False
19:41:04,600420,国药现代,False,False
19:41:07,600422,昆药集团,False,False
19:41:08,600425,青松建化,False,True
19:41:13,600426,华鲁恒升,False,True
19:41:14,600429,三元股份,False,False
19:41:15,600433,冠豪高新,False,False
19:41:18,600435,北方导航,False,True
19:41:18,600436,片仔癀,False,False
19:41:24,600438,通威股份,False,True
19:41:24,600444,国机通用,False,True
19:41:25,600446,金证股份,False,True
19:41:28,600448,华纺股份,False,False
19:41:29,600449,宁夏建材,False,False
19:41:34,600452,涪陵电力,False,False
19:41:35,600455,博通股份,False,False
19:41:36,600456,宝钛股份,False,True
19:41:39,600458,时代新材,False,False
19:41:40,600459,贵研铂业,False,False
19:41:45,600461,洪城环境,False,False
19:41:45,600463,空港股份,False,True
19:41:47,600467,好当家,False,True
19:41:51,600469,风神股份,False,True
19:41:55,600475,华光环能,False,True
19:41:56,600477,杭萧钢构,False,True
19:41:57,600478,科力远,False,True
19:42:02,600480,凌云股份,False,False
19:42:06,600481,双良节能,False,True
19:42:07,600482,中国动力,False,False
19:42:08,600483,福能股份,False,False
19:42:13,600487,亨通光电,False,False
19:42:17,600488,津药药业,False,False
19:42:17,600489,中金黄金,False,True
19:42:19,600490,鹏欣资源,False,True
19:42:22,600493,凤竹纺织,False,True
19:42:23,600495,晋西车轴,False,False
19:42:27,600496,精工钢构,False,True
19:42:28,600497,驰宏锌锗,True,False
19:42:29,600498,烽火通信,True,False
19:42:32,600499,科达制造,True,True
19:42:34,600501,航天晨光,False,True
19:42:38,600502,安徽建工,False,False
19:42:39,600503,华丽家族,False,False
19:42:40,600505,西昌电力,False,False
19:42:43,600506,统一股份,False,False
19:42:45,600507,方大特钢,False,True
19:42:49,600508,上海能源,False,False
19:42:50,600509,天富能源,True,False
19:42:51,600510,黑牡丹,False,True
19:42:54,600511,国药股份,False,False
19:42:55,600512,腾达建设,False,True
19:42:59,600513,联环药业,False,True
19:43:01,600516,方大炭素,True,True
19:43:04,600517,国网英大,False,True
19:43:06,600518,康美药业,False,False
19:43:10,600519,贵州茅台,False,False
19:43:12,600521,华海药业,False,False
19:43:15,600522,中天科技,False,False
19:43:17,600523,贵航股份,False,False
19:43:21,600526,菲达环保,False,True
19:43:26,600529,山东药玻,False,False
19:43:27,600531,豫光金铅,False,True
19:43:32,600533,栖霞建设,False,True
19:43:33,600535,天士力,False,False
19:43:36,600538,国发股份,False,False
19:43:38,600539,狮头股份,False,False
19:43:43,600540,新赛股份,False,False
19:43:44,600546,山煤国际,False,False
19:43:45,600545,卓郎智能,True,False
19:43:47,600547,山东黄金,False,True
19:43:49,600548,深高速,False,False
19:43:54,600549,厦门钨业,True,False
19:43:56,600551,时代出版,False,True
19:43:58,600550,保变电气,False,False
19:43:58,600552,凯盛科技,False,False
19:44:00,600556,天下秀,False,True
19:44:05,600557,康缘药业,False,False
19:44:07,600558,大西洋,False,True
19:44:09,600559,老白干酒,False,True
19:44:09,600560,金自天正,False,True
19:44:10,600561,江西长运,False,False
19:44:16,600562,国睿科技,False,True
19:44:18,600563,法拉电子,True,False
19:44:20,600566,济川药业,False,False
19:44:20,600567,山鹰国际,False,False
19:44:26,600570,恒生电子,False,True
19:44:28,600571,信雅达,False,True
19:44:30,600572,康恩贝,False,False
19:44:31,600573,惠泉啤酒,False,False
19:44:37,600576,祥源文旅,False,False
19:44:39,600577,精达股份,True,True
19:44:41,600578,京能电力,False,False
19:44:41,600579,中化装备,False,False
19:44:43,600582,天地科技,False,False
19:44:48,600583,海油工程,False,True
19:44:50,600584,长电科技,False,False
19:44:51,600585,海螺水泥,False,True
19:44:52,600586,金晶科技,False,True
19:44:54,600587,新华医疗,False,False
19:44:58,600588,用友网络,False,True
19:45:00,600589,大位科技,False,False
19:45:02,600590,泰豪科技,False,False
19:45:03,600592,龙溪股份,False,True
19:45:05,600593,大连圣亚,False,False
19:45:09,600594,益佰制药,False,True
19:45:12,600595,中孚实业,False,True
19:45:13,600596,新安股份,True,False
19:45:13,600597,光明乳业,False,False
19:45:15,600600,青岛啤酒,False,False
19:45:20,600601,方正科技,True,False
19:45:23,600602,云赛智联,False,False
19:45:24,600603,广汇物流,False,True
19:45:24,600604,市北高新,False,True
19:45:26,600605,汇通能源,False,False
19:45:31,600606,绿地控股,False,False
19:45:34,600609,金杯汽车,False,True
19:45:35,600610,中毅达,False,True
19:45:36,600611,大众交通,False,False
19:45:37,600612,老凤祥,False,False
19:45:41,600613,神奇制药,False,True
19:45:44,600615,鑫源智造,False,True
19:45:45,600616,金枫酒业,False,True
19:45:46,600617,国新能源,False,False
19:45:48,600618,氯碱化工,False,True
19:45:52,600619,海立股份,False,False
19:45:55,600620,天宸股份,False,True
19:45:56,600621,华鑫股份,False,True
19:45:57,600622,光大嘉宝,False,False
19:45:59,600623,华谊集团,False,False
19:46:03,600626,申达股份,False,True
19:46:06,600628,新世界,False,True
19:46:07,600629,华建集团,False,True
19:46:07,600630,龙头股份,False,False
19:46:09,600633,浙数文化,False,True
19:46:13,600635,大众公用,False,True
19:46:17,600637,东方明珠,False,True
19:46:17,600638,新黄浦,False,True
19:46:18,600639,浦东金桥,False,False
19:46:20,600640,国脉文化,False,True
19:46:24,600641,先导基电,True,False
19:46:27,600642,申能股份,False,False
19:46:28,600643,爱建集团,False,True
19:46:29,600644,乐山电力,False,False
19:46:31,600645,中源协和,False,False
19:46:35,600648,外高桥,False,True
19:46:38,600649,城投控股,False,True
19:46:39,600650,锦江在线,False,True
19:46:42,600653,申华控股,False,False
19:46:46,600654,中安科,False,True
19:46:49,600655,豫园股份,False,True
19:46:49,600657,信达地产,False,True
19:46:53,600660,福耀玻璃,False,False
19:46:56,600661,昂立教育,False,True
19:46:59,600662,外服控股,False,False
19:47:00,600663,陆家嘴,False,False
19:47:01,600664,哈药股份,False,False
19:47:03,600665,天地源,False,True
19:47:07,600666,奥瑞德,False,False
19:47:10,600667,太极实业,True,False
19:47:10,600668,尖峰集团,False,True
19:47:14,600674,川投能源,False,False
19:47:17,600675,中华企业,False,True
19:47:20,600676,久事动娱,False,False
19:47:21,600679,上海凤凰,False,False
19:47:25,600682,南京新百,False,False
19:47:28,600683,京投发展,True,False
19:47:31,600684,珠江股份,False,True
19:47:32,600685,中船防务,False,True
19:47:35,600688,上海石化,False,True
19:47:39,600689,上海三毛,False,True
19:47:42,600690,海尔智家,False,True
19:47:42,600691,潞化科技,False,True
19:47:44,600692,亚通股份,False,False
19:47:46,600693,东百集团,False,False
19:47:50,600694,大商股份,False,False
19:47:53,600697,欧亚集团,False,True
19:47:53,600698,湖南天雁,False,True
19:47:56,600699,均胜电子,False,True
19:47:57,600702,舍得酒业,False,False
19:48:00,600703,三安光电,True,False
19:48:04,600704,物产中大,False,True
19:48:04,600706,曲江文旅,False,False
19:48:07,600708,光明地产,False,False
19:48:08,600710,苏美达,False,False
19:48:11,600711,盛屯矿业,False,True
19:48:15,600712,南宁百货,False,True
19:48:15,600713,南京医药,False,False
19:48:18,600715,文投控股,False,True
19:48:18,600716,凤凰股份,False,True
19:48:22,600717,天津港,False,False
19:48:26,600718,东软集团,False,True
19:48:26,600719,大连热电,True,False
19:48:29,600720,中交设计,False,False
19:48:30,600721,百花医药,False,True
19:48:33,600722,金牛化工,False,False
19:48:37,600724,宁波富达,False,False
19:48:38,600725,云维股份,False,True
19:48:40,600726,华电能源,False,False
19:48:41,600727,鲁北化工,False,False
19:48:44,600728,佳都科技,False,True
19:48:48,600729,重百集团,False,True
19:48:49,600731,湖南海利,False,True
19:48:50,600732,爱旭股份,False,False
19:48:52,600733,北汽蓝谷,False,False
19:48:54,600736,苏州高新,False,False
19:48:58,600737,中粮糖业,False,False
19:48:59,600738,丽尚国潮,False,True
19:49:01,600739,辽宁成大,False,False
19:49:03,600741,华域汽车,False,False
19:49:05,600742,富维股份,False,True
19:49:09,600743,华远控股,False,False
19:49:10,600744,华银电力,False,False
19:49:11,600746,江苏索普,False,False
19:49:13,600748,上实发展,False,True
19:49:15,600749,西藏旅游,False,True
19:49:20,600750,华润江中,False,False
19:49:21,600751,海航科技,False,True
19:49:22,600754,锦江酒店,False,True
19:49:24,600755,厦门国贸,False,False
19:49:26,600756,浪潮软件,False,True
19:49:30,600757,长江传媒,False,True
19:49:32,600760,中航沈飞,False,True
19:49:32,600761,安徽合力,False,False
19:49:35,600763,通策医疗,False,False
19:49:37,600764,中国海防,False,True
19:49:41,600765,中航重机,False,True
19:49:42,600768,富邦新材,False,False
19:49:43,600769,祥龙电业,False,False
19:49:45,600770,综艺股份,False,False
19:49:47,600771,广誉远,False,True
19:49:52,600773,西藏城投,True,True
19:49:53,600774,汉商集团,False,True
19:49:54,600775,南京熊猫,False,False
19:49:56,600776,东方通信,False,True
19:49:58,600777,新潮能源,False,False
19:50:03,600778,友好集团,False,True
19:50:04,600779,水井坊,False,False
19:50:04,600780,通宝能源,False,False
19:50:07,600782,新钢股份,False,True
19:50:09,600784,鲁银投资,False,False
19:50:13,600785,新华百货,False,True
19:50:15,600789,鲁抗医药,False,False
19:50:18,600790,轻纺城,False,False
19:50:19,600791,京能置业,True,False
19:50:24,600793,宜宾纸业,False,True
19:50:25,600794,保税科技,False,True
19:50:26,600795,国电电力,False,False
19:50:29,600796,钱江生化,False,True
19:50:30,600797,浙大网新,False,True
19:50:35,600798,宁波海运,False,True
19:50:36,600800,渤海化学,False,False
19:50:37,600801,华新建材,False,False
19:50:39,600802,福建水泥,False,True
19:50:41,600803,新奥股份,False,True
19:50:46,600805,悦达投资,False,True
19:50:47,600807,济高发展,False,True
19:50:47,600808,马钢股份,False,True
19:50:50,600809,山西汾酒,False,False
19:50:52,600810,神马股份,False,True
19:50:57,600812,华北制药,False,True
19:50:58,600814,杭州解百,False,True
19:50:58,600815,厦工股份,False,False
19:51:01,600816,建元信托,False,False
19:51:03,600817,宇通重工,False,True
19:51:08,600819,耀皮玻璃,False,True
19:51:08,600820,隧道股份,False,True
19:51:09,600821,金开新能,False,True
19:51:12,600822,上海物贸,False,False
19:51:14,600824,益民集团,False,False
19:51:19,600825,新华传媒,False,True
19:51:19,600826,兰生股份,False,True
19:51:19,600827,百联股份,False,False
19:51:23,600828,茂业商业,False,False
19:51:24,600830,香溢融通,False,True
19:51:29,600831,广电网络,False,True
19:51:30,600833,第一医药,False,True
19:51:30,600834,申通地铁,False,False
19:51:33,600835,上海机电,False,True
19:51:35,600838,上海九百,False,True
19:51:40,600839,四川长虹,False,True
19:51:41,600841,动力新科,False,True
19:51:41,600843,上工申贝,False,False
19:51:45,600844,金煤科技,False,False
19:51:46,600845,宝信软件,False,False
19:51:51,600846,XD同济科,False,True
19:51:52,600848,上海临港,False,False
19:51:52,600847,万里股份,False,False
19:51:55,600850,电科数字,False,True
19:51:57,600851,海欣股份,False,False
19:52:02,600853,龙建股份,False,True
19:52:02,600854,春兰股份,False,False
19:52:03,600855,航天长峰,False,True
19:52:06,600857,宁波中百,False,False
19:52:08,600858,银座股份,False,True
19:52:12,600859,王府井,False,True
19:52:13,600860,京城股份,False,True
19:52:13,600861,北京人力,False,True
19:52:17,600862,中航高科,True,True
19:52:18,600863,华能蒙电,False,False
19:52:23,600864,哈投股份,False,True
19:52:23,600865,百大集团,False,False
19:52:24,600866,星湖科技,False,True
19:52:27,600867,通化东宝,False,False
19:52:29,600868,梅雁吉祥,False,True
19:52:33,600869,远东股份,True,False
19:52:33,600871,石化油服,False,True
19:52:34,600872,中炬高新,False,False
19:52:38,600873,梅花生物,False,False
19:52:39,600874,创业环保,False,True
19:52:44,600876,凯盛新能,False,True
19:52:44,600875,东方电气,False,False
19:52:48,600877,电科芯片,False,False
19:52:48,600880,博瑞传播,False,True
19:52:50,600881,亚泰集团,False,False
19:52:54,600882,妙可蓝多,False,False
19:52:54,600883,博闻科技,False,False
19:52:58,600884,杉杉股份,False,False
19:52:59,600885,宏发股份,False,False
19:53:00,600886,国投电力,False,False
19:53:04,600887,伊利股份,False,False
19:53:05,600888,新疆众和,True,False
19:53:09,600892,大晟文化,False,False
19:53:09,600893,航发动力,False,True
19:53:11,600894,广日股份,False,False
19:53:15,600897,厦门空港,False,False
19:53:16,600900,长江电力,False,False
19:53:20,600901,江苏金租,False,False
19:53:20,600903,贵州燃气,False,False
19:53:26,600906,财达证券,False,False
19:53:26,600908,无锡银行,False,True
19:53:30,600909,华安证券,True,False
19:53:31,600916,中国黄金,False,False
19:53:36,600918,中泰证券,False,False
19:53:37,600919,江苏银行,False,False
19:53:41,600925,苏能股份,False,False
19:53:41,600926,杭州银行,False,False
19:53:47,600928,西安银行,False,False
19:53:48,600929,雪天盐业,False,False
19:53:55,600935,华塑股份,False,False
19:54:00,600936,北投科技,False,False
19:54:01,600938,中国海油,False,False
19:54:07,600955,维远股份,False,True
19:54:13,600956,XD新天绿,False,False
19:54:14,600958,东方证券,False,True
19:54:18,600960,渤海汽车,False,False
20:09:20,600961,株冶集团,True,False
20:09:33,600966,博汇纸业,False,False
20:09:39,600962,国投中鲁,False,False
20:10:03,600976,健民集团,False,False
20:10:15,600980,北矿科技,False,False
20:10:20,600981,苏豪汇鸿,False,False
20:10:23,600982,宁波能源,False,False
20:10:55,600998,九州通,False,False
20:10:56,600999,招商证券,True,False
20:11:05,601000,唐山港,False,False
20:11:07,601001,晋控煤业,False,False
20:11:25,601012,隆基绿能,False,True
20:11:26,601016,节能风电,False,False
20:11:32,601019,山东出版,False,True
20:11:45,601021,春秋航空,False,False
20:11:45,601022,宁波远洋,False,False
20:11:49,601033,永兴股份,False,False
20:11:50,601038,一拖股份,False,False
20:12:00,601061,中信金属,False,False
20:12:07,601066,XD中信建,True,False
20:12:08,601065,江盐集团,False,True
20:12:11,601068,中铝国际,False,True
20:12:15,601077,渝农商行,False,False
20:12:23,601083,锦江航运,False,False
20:12:25,601088,中国神华,False,False
20:12:27,601089,福元医药,False,False
20:12:33,601096,宏盛华源,False,False
20:12:37,601098,中南传媒,False,False
20:12:47,601106,中国一重,False,True
20:12:48,601107,四川成渝,False,False
20:12:55,601111,中国国航,False,False
20:13:08,601116,三江购物,False,True
20:13:08,601113,华鼎股份,False,True
20:13:11,601117,中国化学,False,False
20:13:12,601118,海南橡胶,False,True
20:13:26,601126,四方股份,False,False
20:13:27,601133,柏诚股份,False,False
20:13:27,601127,赛力斯,False,True
20:13:27,601128,常熟银行,False,False
20:13:39,601138,工业富联,True,False
20:13:39,601155,新城控股,False,True
20:13:48,601158,重庆水务,False,False
20:13:52,601168,西部矿业,False,False
20:13:53,601166,兴业银行,False,True
20:13:55,601162,天风证券,False,False
20:14:04,601169,北京银行,False,False
20:14:09,601186,中国铁建,False,True
20:14:25,601208,东材科技,True,False
20:14:29,601211,国泰海通,False,True
20:14:35,601212,白银有色,False,True
20:14:36,601218,吉鑫科技,False,True
20:14:45,601226,华电科工,False,True
20:14:50,601228,广州港,False,False
20:14:50,601229,上海银行,False,True
20:15:01,601236,红塔证券,False,False
20:15:05,601288,农业银行,False,False
20:15:07,601298,青岛港,True,False
20:15:15,601311,骆驼股份,False,True
20:15:20,601326,秦港股份,False,True
20:15:24,601328,交通银行,False,True
20:15:29,601330,绿色动力,False,True
20:15:35,601339,百隆东方,False,False
20:15:44,601369,陕鼓动力,False,False
20:15:49,601375,中原证券,False,False
20:15:54,601390,中国中铁,False,False
20:15:57,601398,工商银行,False,False
20:16:02,601500,通用股份,False,False
20:16:07,601512,中新集团,False,True
20:16:11,601518,吉林高速,False,False
20:16:12,601519,大智慧,False,True
20:16:16,601528,瑞丰银行,False,True
20:16:21,601555,东吴证券,False,False
20:16:23,601567,三星电气,False,True
20:16:26,601568,北元化工,False,False
20:16:34,601588,北辰实业,False,False
20:16:36,601595,上海电影,False,True
20:16:39,601599,浙文影业,False,True
20:16:45,601600,中国铝业,False,True
20:16:48,601601,中国太保,False,False
20:16:51,601607,上海医药,False,False
20:16:53,601608,中信重工,False,True
20:17:01,601615,明阳智能,False,True
20:17:03,601616,广电电气,False,True
20:17:06,601618,中国中冶,False,True
20:17:15,601636,旗滨集团,False,False
20:17:18,601658,邮储银行,False,False
20:17:20,601665,齐鲁银行,False,False
20:17:25,601668,中国建筑,False,False
20:17:28,601669,中国电建,False,True
20:17:34,601686,友发集团,False,False
20:17:34,601678,滨化股份,False,False
20:17:39,601688,华泰证券,True,False
20:17:46,601699,潞安环能,False,False
20:17:51,601717,中创智领,False,True
20:17:53,601728,中国电信,False,False
20:18:00,601766,中国中车,False,True
20:18:01,601777,千里科技,False,False
20:18:05,601778,晶科科技,False,True
20:18:08,601788,光大证券,False,False
20:18:09,601789,宁波建工,False,True
20:18:12,601798,蓝科高新,False,True
20:18:19,601800,中国交建,False,False
20:18:22,601808,中海油服,False,True
20:18:23,601801,皖新传媒,False,False
20:18:32,601818,光大银行,False,False
20:18:35,601825,沪农商行,False,False
20:18:35,601827,三峰环境,False,False
20:18:37,601838,成都银行,False,False
20:18:48,601865,福莱特,False,True
20:18:49,601858,中国科传,False,False
20:18:51,601866,中远海发,False,False
20:18:51,601860,紫金银行,False,True
20:18:56,601868,中国能建,False,True
20:19:05,601878,浙商证券,False,True
20:19:05,601877,正泰电器,False,True
20:19:17,601888,中国中免,False,True
20:19:20,601886,江河集团,False,False
20:19:25,601898,中煤能源,False,False
20:19:28,601899,紫金矿业,False,False
20:19:34,601901,XD方正证,False,False
20:19:34,601908,京运通,False,True
20:19:47,601921,浙版传媒,False,False
20:19:47,601928,凤凰传媒,False,True
20:19:50,601929,吉视传媒,False,True
20:20:00,601949,中国出版,False,False
20:20:00,601952,苏垦农发,False,False
20:20:03,601956,东贝集团,False,True
20:20:05,601963,重庆银行,False,False
20:20:14,601968,宝钢包装,False,True
20:20:15,601969,海南矿业,False,True
20:20:18,601975,招商南油,False,False
20:20:24,601985,中国核电,False,False
20:20:25,601988,中国银行,False,False
20:20:28,601990,南京证券,False,True
20:20:32,601992,金隅集团,False,False
20:20:38,601996,丰林集团,False,False
20:20:43,601998,中信银行,False,False
20:20:44,601995,中金公司,True,False
20:20:45,601997,贵阳银行,False,False
20:20:47,601999,XD出版传,True,False
20:20:56,603001,奥康国际,False,False
20:20:57,603000,人民网,False,True
20:21:01,603004,鼎龙科技,False,False
20:21:01,603002,宏昌电子,False,False
20:21:01,603005,晶方科技,False,False
20:21:10,603006,联明股份,False,False
20:21:14,603009,北特科技,False,False
20:21:17,603011,合锻智能,False,False
20:21:17,603010,万盛股份,False,False
20:21:22,603013,亚普股份,False,True
20:21:29,603015,弘讯科技,False,False
20:21:32,603017,中衡设计,False,True
20:21:36,603018,华设集团,False,True
20:21:44,603023,威帝股份,False,True
20:21:57,603030,全筑股份,False,False
20:22:03,603032,德新科技,False,False
20:22:03,603031,安孚科技,False,False
20:22:05,603033,三维股份,False,False
20:22:10,603036,如通股份,False,True
20:22:16,603039,泛微网络,False,False
20:22:18,603040,新坐标,False,False
20:22:27,603041,美思德,False,False
20:22:28,603042,华脉科技,False,False
