时间,代码,名称,周K拉升信号,月K拉升信号
00:22:09,000733,振华科技,True,False
00:22:17,000738,航发控制,False,True
00:22:19,000739,普洛药业,False,False
00:22:28,000755,山西高速,False,False
00:22:30,000756,新华制药,False,True
00:22:38,000762,西藏矿业,False,False
00:22:40,000766,通化金马,True,False
00:22:49,000777,中核科技,False,True
00:22:51,000778,新兴铸管,False,True
00:23:00,000786,北新建材,False,False
00:23:10,000792,盐湖股份,False,False
00:23:21,000799,酒鬼酒,False,False
00:23:31,000810,创维数字,True,False
00:23:34,000811,冰轮环境,False,False
00:23:42,000816,智慧农业,False,True
00:23:45,000818,航锦科技,False,True
00:23:52,000823,超声电子,True,False
00:23:56,000825,太钢不锈,False,True
00:24:03,000833,粤桂股份,False,False
00:24:06,000839,国安股份,False,False
00:24:14,000858,五粮液,False,True
00:24:17,000859,国风新材,False,False
00:24:24,000868,安凯客车,False,True
00:24:28,000869,张裕A,False,True
00:24:35,000878,云南铜业,False,True
00:24:38,000880,潍柴重机,False,True
00:24:46,000885,城发环境,False,True
00:24:49,000886,海南高速,False,True
00:24:56,000890,法尔胜,False,False
00:24:59,000892,欢瑞世纪,False,True
00:25:07,000898,鞍钢股份,False,True
00:25:11,000899,赣能股份,False,False
00:25:18,000902,新洋丰,False,True
00:25:21,000906,浙商中拓,False,False
00:25:30,000912,泸天化,False,True
00:25:40,000920,沃顿科技,True,False
00:41:19,000926,福星股份,False,False
00:41:25,000928,中钢国际,False,False
00:41:52,000952,广济药业,False,True
00:57:35,000959,首钢股份,False,False
00:57:46,000968,蓝焰控股,False,False
00:57:54,000970,中科三环,False,True
00:57:58,000975,山金国际,False,True
00:58:07,000978,桂林旅游,False,False
00:58:10,000983,山西焦煤,False,False
01:13:18,000989,九芝堂,False,False
01:13:23,000993,闽东电力,False,False
01:13:56,001215,千味央厨,False,False
01:14:04,001219,青岛食品,False,False
01:14:16,001225,和泰机电,False,False
01:14:31,001230,劲旅环境,False,False
01:14:43,001238,浙江正特,False,False
01:14:46,001237,惠康科技,False,False
01:14:55,001256,炜冈科技,True,False
01:15:06,001268,联合精密,True,False
01:15:09,001277,速达股份,False,False
01:30:47,001283,豪鹏科技,False,False
01:30:58,001296,长江材料,False,False
01:31:10,001306,夏厦精密,False,False
01:31:43,001328,登康口腔,False,False
01:51:25,002037,保利联合,False,True
01:51:37,002041,登海种业,False,True
01:51:39,002044,美年健康,False,False
01:51:48,002046,国机精工,True,False
01:51:50,002049,紫光国微,False,False
01:52:01,002054,德美化工,False,True
01:52:12,002060,广东建工,False,True
01:52:23,002065,东华软件,False,True
01:52:34,002069,獐子岛,False,True
01:52:45,002077,大港股份,True,False
01:52:56,002084,海鸥住工,False,True
01:53:01,002085,万丰奥威,False,True
01:53:08,002091,江苏国泰,False,True
01:53:13,002092,中泰化学,False,True
01:53:20,002096,易普力,False,True
01:53:25,002097,山河智能,False,True
01:53:31,002101,广东鸿图,False,False
01:53:37,002103,广博股份,False,True
01:53:43,002107,沃华医药,False,False
01:53:48,002110,三钢闽光,False,True
01:53:54,002114,罗平锌电,False,True
01:54:00,002116,中国海诚,False,True
01:59:20,002120,韵达股份,False,False
01:59:43,002128,电投能源,False,False
01:59:55,002137,实益达,False,False
02:15:31,002144,宏达高科,False,False
02:15:34,002146,荣盛发展,False,False
02:16:07,002162,悦心健康,False,True
02:21:13,002186,全聚德,False,True
02:21:23,002189,中光学,False,False
02:28:14,002191,劲嘉股份,False,True
02:30:06,002230,科大讯飞,False,True
02:30:08,002232,启明信息,False,True
02:30:17,002236,大华股份,False,False
02:30:19,002237,恒邦股份,False,False
02:30:29,002241,歌尔股份,False,False
02:30:49,002242,九阳股份,False,True
02:31:01,002249,大洋电机,False,True
02:31:10,002252,上海莱士,False,True
02:31:12,002254,泰和新材,True,False
02:31:21,002259,升达林业,False,False
02:31:24,002262,恩华药业,False,True
02:47:01,002267,陕天然气,False,True
02:47:12,002273,水晶光电,True,False
02:47:24,002278,神开股份,False,True
02:47:35,002285,世联行,False,True
02:47:43,002289,宇顺电子,True,False
02:47:47,002291,遥望科技,False,True
02:47:55,002294,信立泰,False,True
02:48:07,002299,圣农发展,False,False
02:48:09,002301,齐心集团,False,False
02:48:20,002309,中利集团,False,False
02:48:32,002314,南山控股,False,True
02:48:40,002317,众生药业,False,False
02:48:43,002319,乐通股份,False,True
02:48:51,002324,普利特,False,True
02:48:54,002328,新朋股份,False,False
02:49:03,002332,仙琚制药,False,False
03:04:30,002337,赛象科技,False,False
03:04:54,002350,北京科锐,False,False
03:05:06,002355,兴民智通,False,True
03:05:17,002363,隆基机械,False,True
03:05:28,002368,太极股份,False,True
03:21:25,002378,章源钨业,True,False
03:21:37,002385,大北农,False,True
03:21:51,002390,信邦制药,False,True
03:21:53,002393,力生制药,False,False
03:22:03,002397,梦洁股份,False,False
03:22:05,002398,垒知集团,False,True
03:22:17,002404,嘉欣丝绸,False,False
03:22:29,002412,汉森制药,False,True
03:22:36,002416,爱施德,False,False
03:22:43,002419,天虹股份,False,True
03:22:48,002422,科伦药业,False,False
03:22:56,002425,凯撒文化,False,True
03:23:01,002428,云南锗业,False,False
03:23:10,002432,九安医疗,False,False
03:23:15,002437,誉衡药业,False,False
03:23:22,002440,闰土股份,False,False
03:23:28,002442,龙星科技,False,True
03:23:35,002445,中南文化,False,False
03:23:47,002453,华软科技,False,False
03:39:24,002459,晶澳科技,False,False
03:39:28,002460,赣锋锂业,False,False
03:39:50,002472,双环传动,False,False
03:40:02,002481,双塔食品,False,True
03:40:02,002482,广田集团,False,True
03:40:14,002487,大金重工,True,True
03:40:26,002493,荣盛石化,False,False
03:40:36,002497,雅化集团,False,True
03:40:41,002498,汉缆股份,False,False
03:40:47,002508,老板电器,False,True
03:40:52,002511,中顺洁柔,False,True
03:40:59,002516,旷达科技,False,False
03:41:04,002518,科士达,True,False
03:41:11,002522,浙江众成,True,False
03:41:16,002524,光正眼科,False,True
03:41:23,002529,海源复材,False,False
03:41:26,002531,天顺风能,True,False
03:41:36,002535,林州重机,False,True
03:41:38,002537,海联金汇,False,True
03:41:48,002543,万和电气,False,True
03:42:01,002550,千红制药,False,True
03:42:12,002556,辉隆股份,False,True
03:42:13,002557,洽洽食品,False,False
03:42:25,002563,森马服饰,False,False
03:58:14,002575,群兴玩具,False,False
03:58:47,002595,豪迈科技,False,True
03:58:58,002601,龙佰集团,False,True
03:58:59,002600,领益智造,True,False
03:59:10,002606,大连电瓷,False,False
03:59:11,002607,中公教育,False,True
03:59:21,002612,朗姿股份,False,True
03:59:33,002622,皓宸医疗,False,True
03:59:44,002626,金达威,False,True
03:59:45,002627,三峡旅游,False,True
03:59:55,002632,道明光学,False,True
04:00:07,002638,勤上股份,False,False
04:00:08,002639,雪人集团,False,True
04:00:18,002643,万润股份,True,False
04:00:20,002644,佛慈制药,False,True
04:00:31,002648,卫星化学,False,False
04:00:35,002652,扬子新材,False,False
04:00:43,002657,中科金财,False,True
04:00:48,002658,雪迪龙,False,True
04:00:55,002662,峰璟股份,False,False
04:01:00,002666,德联集团,False,True
04:01:08,002669,康达新材,False,False
04:01:19,002674,兴业科技,False,False
04:01:31,002679,福建金森,False,True
04:01:33,002683,广东宏大,False,True
04:01:43,002686,亿利达,False,False
04:01:45,002690,美亚光电,False,True
04:01:56,002696,百洋股份,False,True
04:03:25,002697,红旗连锁,False,False
04:03:48,002713,东易日盛,False,False
04:04:10,002727,一心堂,False,True
04:04:18,002730,电光科技,False,False
04:04:23,002733,雄韬股份,False,False
04:04:30,002736,国信证券,False,True
04:04:34,002738,中矿资源,False,True
04:04:42,002743,富煌钢构,False,True
04:04:47,002745,木林森,False,False
04:04:54,002752,昇兴股份,False,False
04:05:00,002753,永东股份,False,True
04:05:06,002758,浙农股份,False,True
04:05:12,002762,金发拉比,False,False
04:05:17,002765,蓝黛科技,False,True
04:05:24,002768,国恩股份,False,False
04:05:32,002771,真视通,False,False
04:05:44,002779,中坚科技,True,True
04:05:55,002786,银宝山新,False,False
04:05:59,002788,鹭燕医药,False,True
04:06:07,002792,通宇通讯,False,True
04:06:11,002795,永和智控,False,False
04:06:19,002798,帝欧水华,False,False
04:06:24,002800,天顺股份,False,True
04:06:31,002803,吉宏股份,True,False
04:06:54,002818,富森美,False,False
04:06:58,002819,东方中科,False,False
04:07:06,002825,纳尔股份,False,True
04:07:17,002830,名雕股份,False,False
04:07:29,002836,新宏泽,False,True
04:07:31,002837,英维克,True,False
04:07:40,002841,视源股份,False,False
04:07:43,002842,翔鹭钨业,False,False
04:07:52,002848,高斯贝尔,True,False
04:07:55,002849,威星智能,False,False
04:08:03,002853,皮阿诺,False,True
04:08:07,002855,捷荣技术,False,True
04:08:19,002864,盘龙药业,False,True
04:08:31,002869,金溢科技,False,True
04:08:38,002871,伟隆股份,True,False
04:08:42,002876,三利谱,False,False
04:08:55,002881,美格智能,False,False
04:09:16,002890,弘宇股份,False,False
04:09:18,002895,川恒股份,False,True
04:24:58,002900,哈三联,False,True
04:24:58,002902,铭普光磁,False,False
04:25:23,002915,中欣氟材,True,True
04:25:32,002919,名臣健康,True,True
04:25:37,002921,联诚精密,False,False
04:25:43,002925,盈趣科技,False,False
04:25:48,002929,润建股份,True,False
04:25:54,002930,宏川智慧,False,True
04:26:00,002937,兴瑞科技,True,False
04:26:08,002938,鹏鼎控股,True,False
04:26:12,002942,新农股份,False,True
04:26:20,002946,新乳业,False,False
04:26:23,002948,青岛银行,False,False
04:26:32,002951,金时科技,False,False
04:26:35,002955,鸿合科技,False,True
04:26:43,002958,青农商行,False,True
04:26:46,002960,青鸟智控,False,False
04:41:53,002963,豪尔赛,True,False
04:41:58,002966,苏州银行,False,False
04:42:09,002969,嘉美包装,False,True
04:42:21,002979,雷赛智能,False,False
04:42:32,002984,森麒麟,False,True
04:42:32,002985,北摩高科,False,True
04:42:46,002990,盛视科技,False,False
04:58:22,002998,优彩资源,False,False
04:58:46,003008,开普检测,False,True
04:58:55,003012,东鹏控股,False,True
04:59:07,003019,宸展光电,True,False
04:59:18,003026,中晶科技,True,False
04:59:20,003027,同兴科技,False,True
04:59:30,003031,中瓷电子,True,False
04:59:31,003033,征和工业,False,False
04:59:43,003039,顺控发展,False,True
04:59:53,003043,华亚智能,True,False
04:59:54,003816,中国广核,False,False
05:00:19,688005,容百科技,False,False
05:00:26,688010,福光股份,True,False
05:00:42,688017,绿的谐波,False,False
05:00:49,688020,方邦股份,True,False
05:01:02,688030,山石网科,False,False
05:01:14,688038,中科通达,False,True
05:16:37,688039,当虹科技,False,False
05:16:47,688048,长光华芯,False,False
05:17:10,688067,爱威科技,False,True
05:32:49,688068,热景生物,False,False
05:32:57,688073,毕得医药,False,False
05:33:20,688083,中望软件,True,True
05:48:59,688096,京源环保,False,False
05:49:12,688095,福昕软件,False,True
05:49:34,688107,安路科技,True,False
05:49:56,688117,圣诺生物,True,False
05:49:58,688116,天奈科技,False,False
06:06:08,688139,海尔生物,False,False
06:06:21,688158,优刻得-W,False,False
06:06:23,688156,路德科技,True,False
06:06:32,688163,赛伦生物,False,False
06:06:47,688165,埃夫特-U,True,False
06:06:55,688169,石头科技,False,True
06:07:07,688178,万德斯,True,False
06:07:09,688173,希荻微,True,False
06:09:57,688183,生益电子,False,False
06:09:59,688186,广大特材,False,True
06:10:23,688197,首药控股-U,False,False
06:10:30,688200,华峰测控,False,False
06:10:35,688207,格灵深瞳,False,False
06:10:53,688216,气派科技,False,False
06:10:57,688212,澳华内镜,False,False
06:11:12,688220,翱捷科技-U,False,False
06:11:30,688227,品高股份,False,False
06:11:35,688230,芯导科技,False,False
06:11:41,688237,超卓航科,False,False
06:11:46,688244,永信至诚,False,False
06:11:57,688251,井松智能,False,False
06:12:03,688247,宣泰医药,False,False
06:12:14,688259,创耀科技,True,False
06:12:20,688257,新锐股份,True,False
06:12:55,688276,百克生物,False,True
06:12:58,688278,特宝生物,False,True
06:13:07,688286,敏芯股份,True,True
06:13:09,688288,鸿泉技术,False,True
06:13:18,688292,浩瀚深度,False,False
06:13:30,688293,奥浦迈,False,False
06:13:39,688298,东方生物,False,True
06:13:51,688302,海创药业-U,False,False
06:14:01,688307,中润光学,False,False
06:29:41,688311,盟升电子,False,False
06:30:02,688320,禾川科技,False,False
06:30:03,688319,欧林生物,True,False
06:30:15,688328,深科达,False,False
06:30:15,688329,艾隆科技,True,True
06:45:41,688334,西高院,False,False
06:46:24,688359,三孚新科,True,False
06:46:36,688369,致远互联,False,True
06:46:39,688365,光云科技,False,True
06:46:59,688373,盟科药业-U,False,False
06:46:59,688378,奥来德,False,False
06:47:22,688388,嘉元科技,True,False
06:47:33,688390,固德威,True,False
07:03:11,688399,硕世生物,False,True
07:03:44,688429,时创能源,False,False
07:03:56,688450,光格科技,True,False
07:04:07,688466,金科环境,False,True
07:04:07,688468,科美诊断,False,True
07:04:19,688479,友车科技,True,False
07:04:28,688478,晶升股份,True,False
07:04:39,688500,慧辰股份,False,True
07:04:41,688489,三未信安,False,False
07:05:02,688505,复旦张江,False,False
07:05:04,688507,索辰科技,False,False
07:05:24,688513,苑东生物,False,True
07:05:28,688516,奥特维,True,True
07:05:39,688528,秦川物联,False,False
07:05:57,688531,日联科技,False,False
07:06:01,688535,华海诚科,True,False
07:06:08,688551,科威尔,True,False
07:06:19,688558,国盛智科,False,False
07:06:35,688565,力源科技,False,True
07:06:41,688563,航材股份,False,False
07:06:46,688571,杭华股份,True,False
07:06:53,688576,西山科技,True,False
07:07:09,688578,艾力斯,False,True
07:07:15,688582,芯动联科,True,False
07:07:26,688592,司南导航,False,False
07:07:30,688588,凌志软件,False,True
07:07:38,688597,煜邦电力,False,True
07:07:50,688602,康鹏科技,True,False
07:07:53,688598,金博股份,True,False
07:08:12,688608,恒玄科技,False,True
07:08:18,688609,九联科技,False,False
07:08:25,688618,三旺通信,False,False
07:08:47,688625,呈和科技,True,False
07:08:51,688628,优利德,True,False
07:09:08,688635,长进光子,False,False
07:09:13,688639,华恒生物,False,True
07:09:24,688657,浩辰软件,False,False
07:09:31,688659,元琛科技,False,False
07:09:46,688662,富信科技,True,False
07:09:53,688665,四方光电,True,False
07:10:09,688676,金盘科技,False,False
07:10:16,688678,福立旺,True,False
07:25:58,688685,迈信林,False,False
07:26:19,688692,达梦数据,False,False
07:26:42,688708,佳驰科技,False,False
07:27:04,688720,艾森股份,True,False
07:27:07,688737,中自科技,False,False
07:27:27,688757,胜科纳米,True,False
07:27:31,688758,赛分科技,False,False
07:29:58,688775,影石创新,False,False
07:30:52,688809,强一股份,False,False
07:41:51,600006,东风股份,False,False
07:41:54,600008,首创环保,False,False
07:41:54,600096,云天化,False,False
07:41:56,600101,明星电力,False,False
07:42:02,600156,华升股份,False,False
07:42:03,600157,永泰能源,False,False
07:42:04,600160,巨化股份,False,False
07:42:04,600162,香江控股,False,False
07:42:07,600166,福田汽车,False,False
07:42:13,600167,联美控股,False,False
07:42:13,600168,武汉控股,False,False
07:42:15,600179,安通控股,False,False
07:42:15,600182,S佳通,False,False
07:42:18,600189,泉阳泉,False,False
07:42:24,600196,复星医药,False,False
07:42:24,600195,中牧股份,False,True
07:42:26,600199,金种子酒,False,False
07:42:27,600201,生物股份,False,False
07:42:29,600203,福日电子,False,False
07:42:34,600208,衢州发展,False,True
07:42:34,600210,紫江企业,False,True
07:42:37,600215,派斯林,False,False
07:42:38,600217,中再资环,False,False
07:42:40,600221,海航控股,False,False
07:42:45,600222,太龙药业,False,False
07:42:45,600228,返利科技,False,False
07:42:48,600283,钱江水利,False,False
07:42:48,600307,酒钢宏兴,False,False
07:42:51,600316,洪都航空,False,False
07:42:56,600468,百利电气,False,True
07:42:56,600323,瀚蓝环境,False,False
07:42:59,600479,千金药业,False,False
07:43:00,600486,扬农化工,False,True
07:43:02,600515,海南机场,False,False
07:43:06,600527,江南高纤,False,False
07:43:06,600520,三佳科技,True,False
07:43:11,600536,中国软件,False,False
07:43:12,600528,中铁工业,False,False
07:43:12,600569,安阳钢铁,False,False
07:43:17,600651,飞乐音响,False,True
07:43:17,600575,淮河能源,False,False
07:43:22,600658,电子城,False,False
07:43:24,600681,百川能源,False,False
07:43:24,600671,天目药业,False,False
07:43:28,600787,中储股份,False,True
07:43:28,600686,金龙汽车,False,True
07:43:34,600905,三峡能源,False,False
07:43:37,600927,永安期货,False,False
07:43:39,600933,爱柯迪,False,False
07:43:39,600930,华电新能,False,False
07:43:40,600917,重庆燃气,False,True
07:43:45,600939,重庆建工,False,False
07:43:49,600941,中国移动,False,False
07:43:50,600959,江苏有线,False,True
07:43:50,600963,岳阳林纸,False,True
07:43:51,600967,内蒙一机,False,False
07:43:56,600968,海油发展,False,False
07:44:00,600969,郴电国际,False,False
07:44:00,600970,中材国际,False,True
07:44:00,600971,恒源煤电,False,False
07:44:02,600973,宝胜股份,False,False
07:44:06,600975,新五丰,False,False
07:44:10,600977,中国电影,False,False
07:44:11,600979,广安爱众,False,False
07:44:12,600983,惠而浦,False,True
07:44:13,600984,建设机械,False,False
07:44:17,600985,淮北矿业,False,False
07:44:21,600987,航民股份,False,True
07:44:21,600986,浙文互联,False,False
07:44:23,600988,赤峰黄金,False,True
07:44:24,600989,宝丰能源,False,False
07:44:27,600990,四创电子,False,True
07:44:32,600992,贵绳股份,False,False
07:44:33,600993,马应龙,False,False
07:44:35,600995,南网储能,False,False
07:44:35,600996,贵广网络,False,False
07:44:38,600997,开滦股份,False,False
07:44:42,601002,晋亿实业,False,False
07:44:44,601003,柳钢股份,False,False
07:44:46,601006,大秦铁路,False,False
07:44:47,601005,重庆钢铁,False,True
07:44:49,601007,金陵饭店,False,False
07:44:53,601009,南京银行,False,False
07:44:55,601011,宝泰隆,False,False
07:44:57,601018,宁波港,False,False
07:44:59,601020,华钰矿业,False,False
07:44:59,601026,道生天合,False,False
07:45:04,601058,赛轮轮胎,False,True
07:45:06,601059,信达证券,False,False
07:45:09,601069,西部黄金,False,False
07:45:10,601099,太平洋,False,False
07:45:10,601086,国芳集团,False,True
07:45:14,601100,恒立液压,False,False
07:45:17,601101,昊华能源,False,False
07:45:20,601108,财通证券,False,False
07:45:21,601112,振石股份,False,False
07:45:22,601121,宝地矿业,False,False
07:45:25,601136,首创证券,False,False
07:45:28,601137,博威合金,False,False
07:45:31,601139,深圳燃气,False,False
07:45:31,601156,东航物流,False,False
07:45:33,601163,三角轮胎,False,False
07:45:36,601177,杭齿前进,False,False
07:45:40,601179,中国西电,False,False
07:45:42,601187,厦门银行,False,False
07:45:42,601188,龙江交通,False,False
07:45:46,601198,东兴证券,False,False
07:45:46,601199,江南水务,False,False
07:45:51,601200,上海环境,False,False
07:45:52,601216,君正集团,False,False
07:45:53,601222,林洋能源,False,False
07:45:57,601231,环旭电子,True,False
07:45:57,601225,陕西煤业,False,False
07:46:02,601233,桐昆股份,False,False
07:46:03,601238,广汽集团,False,True
07:46:04,601279,英利汽车,False,False
07:46:07,601318,中国平安,False,True
07:46:10,601319,中国人保,False,True
07:46:13,601333,广深铁路,False,False
07:46:13,601336,新华保险,False,False
07:46:15,601360,三六零,False,False
07:46:18,601366,利群股份,False,True
07:46:22,601368,绿城水务,False,True
07:46:24,601388,怡球资源,False,False
07:46:24,601377,兴业证券,False,False
07:46:27,601399,国机重装,False,False
07:46:29,601456,国联民生,False,False
07:46:35,601515,衢州东峰,False,True
07:46:35,601566,九牧王,False,False
07:46:35,601577,长沙银行,False,False
07:46:38,601579,会稽山,False,False
07:46:39,601598,中国外运,False,False
07:46:46,601609,金田股份,False,False
07:46:46,601606,长城军工,False,True
07:46:46,601611,中国核建,False,False
07:46:49,601619,嘉泽新能,False,False
07:46:50,601628,中国人寿,False,False
07:46:56,601633,长城汽车,False,False
07:46:57,601666,平煤股份,False,False
07:46:58,601677,明泰铝业,False,False
07:47:00,601689,拓普集团,False,False
07:47:01,601696,中银证券,False,False
07:47:07,601700,风范股份,False,False
07:47:08,601727,上海电气,False,False
07:47:10,601799,星宇股份,False,True
07:47:11,601811,新华文轩,False,False
07:47:12,601816,京沪高铁,False,False
07:47:17,601828,美凯龙,False,False
07:47:19,601857,中国石油,False,False
07:47:21,601872,招商轮船,False,False
07:47:22,601880,辽港股份,False,True
07:47:22,601869,长飞光纤,False,False
07:47:28,601881,中国银河,True,False
07:47:31,601882,海天精工,False,False
07:47:33,601900,南方传媒,False,True
07:47:33,601890,亚星锚链,False,True
07:47:33,601916,浙商银行,False,False
07:47:39,601918,新集能源,False,False
07:47:42,601919,中远海控,False,False
07:47:43,601933,永辉超市,False,True
07:47:44,601958,金钼股份,False,False
07:47:45,601939,建设银行,False,False
07:47:49,601966,玲珑轮胎,False,False
07:47:53,601965,中国汽研,False,False
07:47:54,601991,大唐发电,True,False
07:47:55,603007,顺景科技,False,False
07:47:57,603012,创力集团,False,False
07:48:00,603014,威高血净,False,False
07:48:04,603016,新宏泰,False,False
07:48:05,603019,中科曙光,False,False
07:48:06,603020,爱普股份,False,False
07:48:08,603022,新通联,False,False
07:48:11,603025,大豪科技,False,False
07:48:15,603027,千禾味业,False,False
07:48:15,603028,赛福天,False,True
07:48:17,603029,天鹅股份,False,False
07:48:21,603035,常熟汽饰,False,True
07:48:21,603037,凯众股份,False,True
07:48:26,603043,广州酒家,False,True
07:48:26,603038,华立股份,False,False
07:48:29,603045,福达合金,False,False
07:48:32,603055,台华新材,False,False
07:48:32,603053,成都燃气,False,False
07:48:37,603059,倍加洁,False,True
07:48:37,603068,博通集成,False,False
07:48:40,603069,海汽集团,False,False
07:48:43,603073,彩蝶实业,False,True
07:48:45,603076,乐惠国际,False,False
07:48:47,603077,和邦生物,False,False
07:48:49,603081,大丰实业,False,False
07:48:51,603085,天成自控,False,False
07:48:53,603086,先达股份,False,True
07:48:57,603093,南华期货,False,False
07:48:58,603092,德力佳,False,False
07:49:00,603097,江苏华辰,False,False
07:49:03,603098,森特股份,False,False
07:49:04,603107,上海汽配,False,False
07:49:09,603109,神驰机电,False,True
07:49:09,603108,润达医疗,False,True
07:49:11,603111,康尼机电,False,False
07:49:14,603115,海星股份,False,False
07:49:15,603113,金能科技,False,False
07:49:20,603117,万林物流,False,True
07:49:21,603119,浙江荣泰,True,False
07:49:22,603121,华培动力,False,False
07:49:25,603122,合富中国,False,False
07:49:26,603125,常青科技,False,False
07:49:30,603126,中材节能,False,True
07:49:33,603131,上海沪工,False,False
07:49:34,603127,昭衍新药,False,False
07:49:36,603135,中重科技,False,False
07:49:36,603136,天目湖,False,False
07:49:41,603150,万朗磁塑,True,False
07:49:44,603153,上海建科,False,False
07:49:45,603155,新亚强,False,False
07:49:47,603160,汇顶科技,False,True
07:49:48,603158,腾龙股份,False,False
07:49:51,603162,海通发展,False,False
07:49:55,603163,圣晖集成,False,False
07:49:57,603172,万丰股份,False,False
07:49:58,603173,福斯达,False,True
07:49:59,603179,新泉股份,False,False
07:50:02,603181,皇马科技,False,False
07:50:07,603185,弘元绿能,False,False
07:50:08,603195,公牛集团,False,False
07:50:09,603193,润本股份,False,False
07:50:10,603199,九华旅游,False,False
07:50:13,603201,常润股份,False,False
07:50:18,603205,健尔康,False,False
07:50:19,603208,江山欧派,False,False
07:50:21,603215,比依股份,False,False
07:50:21,603214,爱婴室,False,False
07:50:23,603216,梦天家居,False,False
07:50:29,603218,日月股份,False,False
07:50:30,603219,富佳股份,False,False
07:50:32,603220,中贝通信,False,False
07:50:33,603221,爱丽家居,False,False
07:50:34,603225,新凤鸣,False,False
07:50:40,603231,索宝蛋白,False,False
07:50:40,603229,奥翔药业,False,False
07:50:43,603233,大参林,False,False
07:50:44,603235,天新药业,False,False
07:50:45,603236,移远通信,False,True
07:50:51,603237,五芳斋,False,False
07:50:52,603248,锡华科技,False,False
07:50:54,603257,中国瑞林,False,False
07:50:55,603268,松发股份,False,False
07:50:56,603267,鸿远电子,True,False
07:51:02,603271,永杰新材,False,False
07:51:03,603273,天元智能,False,False
07:51:05,603275,众辰科技,False,False
07:51:06,603278,大业股份,False,True
07:51:09,603279,景津装备,False,True
07:51:12,603282,亚光股份,False,True
07:51:15,603285,键邦股份,False,False
07:51:17,603286,日盈电子,False,False
07:51:17,603288,海天味业,False,False
07:51:21,603296,华勤技术,False,False
07:51:23,603301,振德医疗,False,False
07:51:26,603303,得邦照明,False,False
07:51:28,603315,福鞍股份,True,False
07:51:28,603310,巍华新材,False,False
07:51:34,603329,上海雅仕,False,False
07:51:35,603321,梅轮电梯,False,True
07:51:38,603332,苏州龙杰,False,False
07:51:38,603333,福华尚纬,False,False
07:51:39,603338,浙江鼎力,False,False
07:51:44,603339,四方科技,False,False
07:51:47,603341,龙旗科技,False,False
07:51:49,603345,安井食品,False,False
07:51:49,603344,星德胜,False,False
07:51:50,603350,安乃达,False,False
07:51:55,603351,威尔药业,False,False
07:51:59,603352,至信股份,False,False
07:51:59,603353,和顺石油,True,False
07:52:00,603355,莱克电气,False,False
07:52:02,603358,华达科技,False,False
07:52:06,603360,百傲化学,False,True
07:52:10,603365,水星家纺,False,False
07:52:10,603368,柳药集团,False,True
07:52:11,603369,今世缘,False,False
07:52:13,603376,大明电子,False,False
07:52:16,603379,三美股份,False,False
07:52:21,603385,惠达卫浴,False,False
07:52:22,603382,海阳科技,False,False
07:52:23,603390,通达电气,False,False
07:52:25,603392,万泰生物,False,False
07:52:27,603402,陕西旅游,False,False
07:52:32,603408,建霖家居,False,True
07:52:34,603439,三力制药,False,False
07:52:34,603421,鼎信通讯,False,True
07:52:36,603444,吉比特,False,False
07:52:38,603456,九洲药业,False,False
07:52:42,603477,巨星农牧,False,False
07:52:45,603486,科沃斯,False,False
07:52:47,603507,振江股份,False,False
07:52:47,603515,欧普照明,False,False
07:52:48,603518,锦泓集团,False,False
07:52:53,603519,立霸股份,False,False
07:52:56,603520,司太立,False,False
07:52:59,603535,嘉诚国际,False,False
07:52:59,603551,奥普科技,False,False
07:52:59,603529,爱玛科技,False,True
07:53:04,603565,中谷物流,False,False
07:53:08,603566,普莱柯,False,False
07:53:10,603569,长久物流,False,False
07:53:10,603577,汇金通,False,False
07:53:11,603578,三星新材,False,False
07:53:14,603580,艾艾精工,False,False
07:53:19,603579,荣泰健康,False,False
07:53:20,603583,捷昌驱动,False,True
07:53:21,603585,苏利股份,False,False
07:53:23,603589,口子窖,False,True
07:53:25,603590,康辰药业,False,True
07:53:30,603598,引力传媒,False,False
07:53:31,603599,广信股份,False,True
07:53:32,603600,永艺股份,False,False
07:53:34,603602,纵横通信,False,True
07:53:36,603605,珀莱雅,False,False
07:53:41,603607,京华激光,False,False
07:53:42,603611,诺力股份,False,True
07:53:43,603618,杭电股份,False,False
07:53:46,603628,清源股份,False,False
07:53:46,603633,徕木股份,False,True
07:53:52,603648,畅联股份,False,False
07:53:53,603657,春光科技,False,False
07:53:54,603658,安图生物,False,False
07:53:57,603668,天马科技,False,False
07:53:57,603663,三祥新材,False,False
07:54:03,603677,奇精机械,False,False
07:54:03,603680,今创集团,False,True
07:54:05,603682,锦和商管,False,False
07:54:07,603687,大胜达,True,False
07:54:08,603697,有友食品,False,True
07:54:14,603703,盛洋科技,False,True
07:54:14,603698,航天工程,False,False
07:54:16,603707,健友股份,False,False
07:54:18,603708,家家悦,False,True
07:54:19,603709,中源家居,False,False
07:54:25,603712,七一二,False,False
07:54:27,603713,密尔克卫,False,False
07:54:27,603711,香飘飘,False,False
07:55:02,603716,塞力医疗,False,False
07:55:02,603717,天域生物,False,False
07:55:05,603719,良品铺子,False,False
07:55:07,603725,天安新材,False,False
07:55:08,603726,朗迪集团,False,False
07:55:14,603737,三棵树,False,True
07:55:15,603733,仙鹤股份,True,False
07:55:17,603738,泰晶科技,False,False
07:55:18,603755,日辰股份,False,False
07:55:19,603759,海天股份,False,False
07:55:26,603766,隆鑫通用,False,False
