股票代码,股票名称,最新价格,涨跌幅(%),市盈率PE,市净率PB,总市值,板块类型,风险状态
603326,我乐家居,6.84,-1.01,15.22,1.829,2183170201,上交所主板,正常上市
603327,福蓉科技,9.09,-1.41,65.017,3.792,9503225582,上交所主板,正常上市
603328,依顿电子,11.01,-0.9,28.45,2.544,10992853147,上交所主板,正常上市
603329,上海雅仕,10.29,-0.68,37.593,1.747,2573026591,上交所主板,正常上市
603330,天洋新材,9.71,9.97,-17.635,3.224,4201261132,上交所主板,正常上市
603331,百达精工,13.16,-0.08,-10.793,2.554,2660631370,上交所主板,正常上市
603332,苏州龙杰,11.31,-0.7,29.533,1.852,2446886651,上交所主板,正常上市
603333,福华尚纬,9.31,-2.0,-179.611,2.837,5786421826,上交所主板,正常上市
603334,丰倍生物,33.53,-0.74,33.258,2.768,4811555000,上交所主板,正常上市
603335,迪生力,6.88,-0.58,57.435,10.434,2945634848,上交所主板,正常上市
603336,宏辉果蔬,9.94,-1.39,370.816,4.211,6050666313,上交所主板,正常上市
603338,浙江鼎力,57.72,1.33,15.213,2.471,29226399576,上交所主板,正常上市
603339,四方科技,13.84,-1.56,25.007,1.537,4282665862,上交所主板,正常上市
603341,龙旗科技,40.56,2.5,47.484,2.935,21196276521,上交所主板,正常上市
603344,星德胜,22.48,-0.66,26.441,2.018,4373056430,上交所主板,正常上市
603345,安井食品,85.34,0.34,18.601,1.77,28442877457,上交所主板,正常上市
603348,文灿股份,14.53,-0.89,-10.587,1.174,4569353600,上交所主板,正常上市
603350,安乃达,28.76,0.56,30.302,2.456,3350367440,上交所主板,正常上市
603351,威尔药业,27.13,2.49,24.163,2.002,3674463651,上交所主板,正常上市
603352,至信股份,27.7,-1.46,30.617,2.124,6278666676,上交所主板,正常上市
603353,和顺石油,30.76,1.92,-431.491,3.287,5242057680,上交所主板,正常上市
603355,莱克电气,27.25,0.66,26.578,2.769,15625065035,上交所主板,正常上市
603356,华菱精工,16.8,0.54,-16.235,7.417,2240112000,上交所主板,正常上市
603357,设计总院,6.07,-0.16,11.335,0.853,3402497546,上交所主板,正常上市
603358,华达科技,43.43,0.77,156.356,5.769,20400941791,上交所主板,正常上市
603359,*ST东珠,2.3,-1.71,-0.939,0.731,1026020800,上交所主板,*ST退市风险警示
603360,百傲化学,13.76,-1.15,56.297,6.887,9717637479,上交所主板,正常上市
603363,傲农生物,3.0,0.33,-53.198,2.521,8193185478,上交所主板,正常上市
603365,水星家纺,17.24,-1.65,10.719,1.397,4525436212,上交所主板,正常上市
603366,日出东方,6.93,-1.28,31.0,1.315,5634423340,上交所主板,正常上市
603367,辰欣药业,15.57,1.1,17.281,1.116,7049381789,上交所主板,正常上市
603368,柳药集团,16.6,4.08,10.04,0.824,6593708493,上交所主板,正常上市
603369,今世缘,30.46,-0.85,16.187,2.115,37977529127,上交所主板,正常上市
603370,华新精科,34.59,-0.29,40.459,3.073,6051520500,上交所主板,正常上市
603373,安邦护卫,42.52,3.3,49.925,3.434,6400860240,上交所主板,正常上市
603375,盛景微,39.29,1.89,470.243,2.556,3955193346,上交所主板,正常上市
603376,大明电子,26.21,-0.34,52.237,5.981,10484026210,上交所主板,正常上市
603377,ST东时,3.06,-0.33,-2.894,-1530.0,2211864151,上交所主板,ST风险警示
603378,*ST亚士,5.73,3.24,-1.772,-14.764,2455858759,上交所主板,*ST退市风险警示
603379,三美股份,63.02,-2.13,17.77,4.466,38472388912,上交所主板,正常上市
603380,易德龙,33.64,0.69,25.586,3.345,5397241968,上交所主板,正常上市
603381,永臻股份,15.11,-1.44,-16.053,1.073,3584943086,上交所主板,正常上市
603382,海阳科技,19.27,-0.16,35.299,1.972,3492713861,上交所主板,正常上市
603383,顶点软件,29.84,-0.13,30.182,3.962,6128430553,上交所主板,正常上市
603385,惠达卫浴,5.44,-0.37,-8.927,0.586,2070817426,上交所主板,正常上市
603386,骏亚科技,13.52,-0.81,-103.979,3.37,4411881011,上交所主板,正常上市
603387,基蛋生物,9.54,0.95,20.774,1.708,4838244552,上交所主板,正常上市
603389,亚振家居,44.25,-2.1,-216.687,57.987,11626776000,上交所主板,正常上市
603390,通达电气,10.28,0.0,27.736,2.113,3614982396,上交所主板,正常上市
603391,力聚热能,62.28,-1.03,28.911,2.498,5667480000,上交所主板,正常上市
603392,万泰生物,31.29,2.79,-101.776,3.345,39562850837,上交所主板,正常上市
603395,红四方,22.22,-0.63,113.529,4.05,5777200000,上交所主板,正常上市
603396,金辰股份,26.94,-2.18,68.875,1.425,3731930257,上交所主板,正常上市
603398,*ST沐邦,10.55,-1.4,-5.773,63.879,4574918078,上交所主板,*ST退市风险警示
603399,永杉锂业,16.54,-1.61,-49.482,5.236,8473287334,上交所主板,正常上市
603400,华之杰,45.65,-1.3,69.351,4.983,5926742924,上交所主板,正常上市
603402,陕西旅游,65.6,-0.94,18.782,2.245,6594986710,上交所主板,正常上市
603406,天富龙,26.98,-0.41,25.052,2.308,10792269800,上交所主板,正常上市
603407,长裕集团,63.18,-1.37,101.823,12.5,25769557095,上交所主板,正常上市
603408,建霖家居,10.35,-0.1,11.253,1.322,4632380550,上交所主板,正常上市
603416,信捷电气,49.71,-0.92,29.724,2.835,7803264682,上交所主板,正常上市
603418,友升股份,44.44,-0.2,16.978,1.853,8579961651,上交所主板,正常上市
603421,鼎信通讯,6.1,0.49,-6.724,1.653,3978362117,上交所主板,正常上市
603429,*ST集友,7.53,-0.79,-165.589,3.13,3949375551,上交所主板,*ST退市风险警示
603435,嘉德利,54.42,0.29,101.9,11.744,24987897527,上交所主板,正常上市
603439,三力制药,12.69,0.71,105.024,3.47,5124732341,上交所主板,正常上市
603444,吉比特,384.61,0.34,13.663,4.614,27707727856,上交所主板,正常上市
603456,九洲药业,17.77,5.59,26.497,1.777,15667987198,上交所主板,正常上市
603458,勘设股份,9.66,-2.23,-7.732,1.147,2957162805,上交所主板,正常上市
603459,红板科技,98.49,-1.28,133.68,18.219,74237190882,上交所主板,正常上市
603466,风语筑,13.72,10.02,-508.748,3.923,8161046910,上交所主板,正常上市
603477,巨星农牧,15.36,0.13,-17.604,2.917,8032967025,上交所主板,正常上市
603486,科沃斯,57.02,-1.25,19.533,3.556,32991675636,上交所主板,正常上市
603489,八方股份,27.94,-0.18,52.157,2.367,6555226333,上交所主板,正常上市
603496,恒为科技,25.33,-0.82,166.839,5.821,8110900125,上交所主板,正常上市
603499,翔港科技,12.9,0.39,51.7,5.904,5464854683,上交所主板,正常上市
603500,祥和实业,10.0,1.01,24.061,3.085,3327832460,上交所主板,正常上市
603501,豪威集团,91.37,-0.16,31.234,3.511,114916453678,上交所主板,正常上市
603505,金石资源,16.55,-0.42,43.509,7.345,13929618855,上交所主板,正常上市
603506,南都物业,10.6,-1.4,16.96,1.609,1990444457,上交所主板,正常上市
603507,振江股份,24.95,0.89,29.618,2.293,5961403150,上交所主板,正常上市
603508,思维列控,21.99,-0.36,14.709,2.035,8384223550,上交所主板,正常上市
603511,爱慕股份,12.21,-1.13,30.948,1.103,4955725350,上交所主板,正常上市
603515,欧普照明,16.88,-0.35,13.755,1.755,12529682163,上交所主板,正常上市
603516,淳中科技,101.62,1.0,69.876,12.135,20656122512,上交所主板,正常上市
603517,ST绝味,11.18,-0.18,-28.27,1.126,6775101644,上交所主板,ST风险警示
603518,锦泓集团,8.06,-0.98,11.201,0.723,2783536991,上交所主板,正常上市
603519,立霸股份,15.44,-0.9,26.445,3.264,4112101834,上交所主板,正常上市
603520,司太立,9.13,0.77,237.721,1.554,4002682214,上交所主板,正常上市
603527,众源新材,9.94,-1.29,107.079,1.485,3150693728,上交所主板,正常上市
603528,多伦科技,6.39,-0.62,-85.434,2.4,4510893537,上交所主板,正常上市
603529,爱玛科技,21.04,-0.57,11.184,1.847,18183779772,上交所主板,正常上市
603533,掌阅科技,22.76,0.4,-73.502,4.352,9989291965,上交所主板,正常上市
603535,嘉诚国际,6.54,-0.61,302.982,1.345,3341405885,上交所主板,正常上市
603536,惠发食品,10.01,2.46,-47.842,6.945,2426231608,上交所主板,正常上市
603538,美诺华,34.7,4.11,100.934,4.023,11795508124,上交所主板,正常上市
603551,奥普科技,9.53,0.0,12.746,2.527,3666035184,上交所主板,正常上市
603556,海兴电力,25.01,-0.71,17.895,1.629,12161466892,上交所主板,正常上市
603557,*ST起步,3.87,-0.51,-14.711,43.096,2412700757,上交所主板,*ST退市风险警示
603559,中通国脉,9.29,4.38,-25.078,4.762,3727863135,上交所主板,正常上市
603565,中谷物流,10.98,1.48,11.649,2.105,23058692871,上交所主板,正常上市
603566,普莱柯,10.57,0.48,21.146,1.381,3657878226,上交所主板,正常上市
603567,珍宝岛,7.16,4.07,-4.151,1.104,6732084655,上交所主板,正常上市
603568,伟明环保,15.64,-0.26,16.54,2.095,32037874018,上交所主板,正常上市
603569,长久物流,5.93,0.34,-39.587,1.349,3578797998,上交所主板,正常上市
603577,汇金通,10.48,-0.76,34.918,1.799,3554177768,上交所主板,正常上市
603578,三星新材,12.93,-0.23,-16.567,2.139,3026403093,上交所主板,正常上市
603579,荣泰健康,18.65,-0.8,21.233,1.308,3749626589,上交所主板,正常上市
603583,捷昌驱动,25.22,0.32,29.028,2.068,9728891285,上交所主板,正常上市
603585,苏利股份,10.16,-0.88,15.532,1.07,2797615040,上交所主板,正常上市
603586,金麒麟,13.49,-0.3,57.536,1.177,2644752002,上交所主板,正常上市
603587,地素时尚,11.74,0.26,19.912,1.49,5549530719,上交所主板,正常上市
603588,高能环境,13.95,-1.06,17.508,2.078,21249120675,上交所主板,正常上市
603589,口子窖,20.66,1.03,31.514,1.15,12357148292,上交所主板,正常上市
603590,康辰药业,33.44,1.46,31.504,1.65,5317310351,上交所主板,正常上市
603595,ST东尼,27.09,0.74,-123.796,4.143,6296862611,上交所主板,ST风险警示
603596,伯特利,27.28,1.15,18.732,3.039,24487668304,上交所主板,正常上市
603598,引力传媒,19.78,4.99,266.996,23.86,5334723362,上交所主板,正常上市
603599,广信股份,9.97,-1.97,13.893,0.888,9075385370,上交所主板,正常上市
603600,永艺股份,9.5,-0.73,12.709,1.338,3139115115,上交所主板,正常上市
603601,再升科技,9.88,0.41,306.152,4.171,11286328793,上交所主板,正常上市
603602,纵横通信,11.79,1.64,-16.87,3.057,2724167854,上交所主板,正常上市
603605,珀莱雅,58.95,0.12,15.813,3.668,23342788089,上交所主板,正常上市
603606,东方电缆,38.63,-1.0,23.367,3.767,31862351891,上交所主板,正常上市
603607,京华激光,22.4,-1.06,37.357,3.738,3998776320,上交所主板,正常上市
603608,天创时尚,19.78,0.76,296.196,7.612,8407087150,上交所主板,正常上市
603609,禾丰股份,6.34,0.0,-100.968,0.902,5731466087,上交所主板,正常上市
603610,麒盛科技,16.01,1.65,60.044,1.817,5651395852,上交所主板,正常上市
603611,诺力股份,17.1,-0.98,11.556,1.359,4404973526,上交所主板,正常上市
603612,索通发展,16.81,-1.35,11.816,1.417,8373135956,上交所主板,正常上市
603613,国联股份,19.08,-0.88,10.364,1.467,13747861472,上交所主板,正常上市
603616,韩建河山,5.46,-1.27,-89.104,10.057,2114210280,上交所主板,正常上市
603617,君禾股份,7.06,-0.7,57.865,1.766,2752068039,上交所主板,正常上市
603618,杭电股份,27.95,-1.27,-80.81,7.143,19323948467,上交所主板,正常上市
603626,科森科技,16.8,1.27,72.949,4.093,9321978792,上交所主板,正常上市
603628,清源股份,9.65,-1.33,87.948,2.013,2630967537,上交所主板,正常上市
603629,利通电子,131.3,10.0,90.102,21.451,48151386400,上交所主板,正常上市
603630,拉芳家化,15.66,-0.32,-154.78,1.864,3526703723,上交所主板,正常上市
603633,徕木股份,6.43,-1.08,-13.507,1.577,2744393560,上交所主板,正常上市
603636,南威软件,7.45,-1.72,-9.378,2.34,4323685896,上交所主板,正常上市
603637,镇海股份,14.0,1.52,57.307,3.201,3341602278,上交所主板,正常上市
603638,艾迪精密,19.94,-0.75,39.636,4.55,17561039337,上交所主板,正常上市
603639,海利尔,10.54,-0.94,24.191,1.049,3685292407,上交所主板,正常上市
603648,畅联股份,9.43,-0.63,27.391,1.804,3417552704,上交所主板,正常上市
603650,彤程新材,64.87,0.37,68.392,9.256,39964437287,上交所主板,正常上市
603655,朗博科技,33.64,1.14,82.595,6.192,3565840000,上交所主板,正常上市
603656,泰禾智能,17.78,-1.17,99.625,2.451,3252768465,上交所主板,正常上市
603657,春光科技,27.44,0.88,-76.05,4.253,3709614972,上交所主板,正常上市
603658,安图生物,32.73,1.27,18.083,2.042,18702732657,上交所主板,正常上市
603659,璞泰来,24.25,-0.57,20.189,2.468,51996466244,上交所主板,正常上市
603660,苏州科达,12.37,1.48,-11.989,9.973,7069364650,上交所主板,正常上市
603661,恒林股份,31.95,-1.21,25.957,1.201,4443191640,上交所主板,正常上市
603662,柯力传感,54.59,1.28,50.125,5.498,15330502494,上交所主板,正常上市
603663,三祥新材,41.26,-0.12,174.283,17.672,24490703440,上交所主板,正常上市
603665,康隆达,22.18,0.14,-191.546,5.384,3552519741,上交所主板,正常上市
603666,亿嘉和,26.02,-0.76,-53.567,2.524,5347901528,上交所主板,正常上市
603667,五洲新春,57.33,1.43,260.757,5.511,21966099688,上交所主板,正常上市
603668,天马科技,10.5,-0.57,-27.948,2.505,5310865686,上交所主板,正常上市
603669,灵康药业,6.33,2.1,-26.267,8.112,4509056274,上交所主板,正常上市
603676,卫信康,9.35,1.3,18.74,2.629,4068760025,上交所主板,正常上市
603677,奇精机械,13.67,-0.73,63.622,2.262,2632853825,上交所主板,正常上市
603677,奇精机械,13.67,-0.73,63.622,2.262,2632853825,上交所主板,正常上市
603678,火炬电子,52.43,6.09,98.57,4.049,24933958463,上交所主板,正常上市
603679,华体科技,22.23,3.4,-28.687,4.482,3949964604,上交所主板,正常上市
603680,今创集团,10.32,-1.62,13.016,1.377,8087977675,上交所主板,正常上市
603681,永冠新材,18.5,-0.8,31.97,1.323,4398223855,上交所主板,正常上市
603682,锦和商管,13.24,7.55,-38.229,9.621,6255900000,上交所主板,正常上市
603683,晶华新材,15.81,-0.69,47.975,2.726,4604366173,上交所主板,正常上市
603685,晨丰科技,27.47,0.99,188.408,3.455,6948552103,上交所主板,正常上市
603686,福龙马,13.29,-1.12,35.146,1.576,5521070069,上交所主板,正常上市
603687,大胜达,14.5,1.54,114.861,2.436,7975462028,上交所主板,正常上市
603688,石英股份,49.76,0.1,196.236,4.605,26953911661,上交所主板,正常上市
603689,皖天然气,7.44,-0.4,11.566,1.037,3912051287,上交所主板,正常上市
603690,至纯科技,26.92,-1.39,-12.391,2.967,10309397610,上交所主板,正常上市
603693,江苏新能,12.29,0.16,24.172,1.525,10956238565,上交所主板,正常上市
603696,安记食品,16.21,5.19,115.143,6.595,3812592000,上交所主板,正常上市
603697,有友食品,10.09,0.1,21.447,2.346,4315413269,上交所主板,正常上市
603698,航天工程,24.18,0.75,57.936,3.681,12960238200,上交所主板,正常上市
603699,纽威股份,52.4,1.04,24.137,8.124,40624823908,上交所主板,正常上市
603700,宁水集团,11.79,0.26,31.082,1.437,2357551202,上交所主板,正常上市
603701,德宏股份,19.77,-0.9,373.282,6.419,5167124783,上交所主板,正常上市
603703,盛洋科技,9.4,-0.95,-166.187,4.73,3900831928,上交所主板,正常上市
603706,东方环宇,18.86,-1.36,15.044,1.937,3571757986,上交所主板,正常上市
603707,健友股份,8.29,1.59,22.89,1.932,13393746956,上交所主板,正常上市
603708,家家悦,9.43,-0.32,28.587,2.503,6019533705,上交所主板,正常上市
603709,中源家居,11.4,-0.87,-65.215,3.657,1860879673,上交所主板,正常上市
603709,中源家居,11.4,-0.87,-65.215,3.657,1860879673,上交所主板,正常上市
603711,香飘飘,12.33,2.41,24.525,1.421,5090737653,上交所主板,正常上市
603712,七一二,12.09,-0.33,-18.56,2.442,9333480000,上交所主板,正常上市
603713,密尔克卫,67.67,0.95,18.432,2.176,11777864837,上交所主板,正常上市
603716,塞力医疗,18.0,-0.11,-19.32,3.888,4064233860,上交所主板,正常上市
603717,天域生物,6.46,-1.52,-14.265,4.893,1874344710,上交所主板,正常上市
603718,*ST海利,2.92,-1.35,-5.997,2.148,1895020724,上交所主板,*ST退市风险警示
603719,良品铺子,10.09,0.3,-62.939,1.98,4015652506,上交所主板,正常上市
603721,中广天择,18.55,0.82,88.626,4.918,2411500000,上交所主板,正常上市
603722,阿科力,31.39,-0.7,-70.724,3.458,3067434598,上交所主板,正常上市
603725,天安新材,11.33,-1.05,29.836,4.013,3454037514,上交所主板,正常上市
603726,朗迪集团,23.77,-0.54,19.4,2.95,4410744561,上交所主板,正常上市
603727,博迈科,18.45,-2.23,-243.131,1.683,5197720661,上交所主板,正常上市
603728,鸣志电器,53.31,1.52,329.76,7.514,22330626075,上交所主板,正常上市
603729,ST龙韵,11.4,-1.13,-10.244,3.861,1050682140,上交所主板,ST风险警示
603730,岱美股份,10.46,2.55,35.272,4.518,22474289903,上交所主板,正常上市
603730,岱美股份,10.46,2.55,35.272,4.518,22474289903,上交所主板,正常上市
603733,仙鹤股份,22.07,0.23,17.558,1.783,18036778786,上交所主板,正常上市
603737,三棵树,24.37,-1.5,27.755,7.183,21576734190,上交所主板,正常上市
603738,泰晶科技,37.25,-0.51,216.185,7.915,14374309077,上交所主板,正常上市
603739,蔚蓝生物,12.63,3.61,40.918,1.776,3195754578,上交所主板,正常上市
603755,日辰股份,23.52,-0.21,27.358,3.054,2319393777,上交所主板,正常上市
603758,秦安股份,15.35,10.04,47.467,2.596,6648331352,上交所主板,正常上市
603759,海天股份,7.42,-0.8,26.134,1.169,3426259200,上交所主板,正常上市
603766,隆鑫通用,13.45,-0.22,17.145,2.863,27620137883,上交所主板,正常上市
603767,中马传动,15.15,-1.05,-809.676,3.424,4675767225,上交所主板,正常上市
603768,常青股份,11.25,-0.35,-13.101,1.223,2677003391,上交所主板,正常上市
603773,沃格光电,96.99,-1.13,-117.66,20.655,21799145835,上交所主板,正常上市
603776,永安行,21.98,1.24,-29.66,1.803,6171117373,上交所主板,正常上市
603777,来伊份,14.3,0.14,-25.51,3.069,4782265574,上交所主板,正常上市
603778,国晟科技,10.88,-2.25,-12.675,25.415,7181258266,上交所主板,正常上市
603779,威龙股份,8.15,0.25,-34.099,5.518,2706474445,上交所主板,正常上市
603786,科博达,43.56,0.72,22.384,3.049,17591997852,上交所主板,正常上市
603787,新日股份,10.32,0.78,51.648,1.534,2375083913,上交所主板,正常上市
603788,宁波高发,14.12,-0.21,14.522,1.449,3149678760,上交所主板,正常上市
603789,ST星农,6.32,-1.86,-16.485,15.966,1676156272,上交所主板,ST风险警示
603790,雅运股份,25.43,1.56,60.061,3.732,4866284800,上交所主板,正常上市
603798,康普顿,13.39,-1.69,79.502,2.765,3433860814,上交所主板,正常上市
603799,华友钴业,42.86,-1.2,11.026,1.608,81156589379,上交所主板,正常上市
603800,洪田股份,64.82,-1.01,569.632,17.106,13482560000,上交所主板,正常上市
603800,洪田股份,64.74,-1.13,569.632,17.106,13465920000,上交所主板,正常上市
603801,志邦家居,5.93,-1.82,37.781,0.819,2575704294,上交所主板,正常上市
603803,瑞斯康达,10.73,0.19,-247.69,2.967,4559000567,上交所主板,正常上市
603806,福斯特,15.41,-0.26,59.089,2.484,40200771268,上交所主板,正常上市
603809,豪能股份,9.62,-0.21,31.998,2.347,8853178323,上交所主板,正常上市
603810,丰山集团,12.12,-0.74,55.685,1.298,2003947209,上交所主板,正常上市
603811,诚意药业,7.56,0.93,17.892,2.388,3464188923,上交所主板,正常上市
603813,原尚股份,32.51,0.99,-45.049,6.881,3414037650,上交所主板,正常上市
603816,顾家家居,24.32,-2.17,12.708,1.735,22513826852,上交所主板,正常上市
603817,海峡环保,5.71,-1.38,13.89,0.996,3255179863,上交所主板,正常上市
603818,曲美家居,3.62,0.84,-17.358,1.204,2485288755,上交所主板,正常上市
603819,神力股份,14.4,-0.69,119.821,3.858,3135314693,上交所主板,正常上市
603823,百合花,76.1,-2.06,193.463,12.676,31685582274,上交所主板,正常上市
603825,ST华扬,8.02,-1.72,-3.27,65.256,2031759147,上交所主板,ST风险警示
603826,坤彩科技,17.8,-1.22,-364.121,8.1,15161328000,上交所主板,正常上市
603828,*ST利达,4.17,-1.18,-10.19,4.853,2485153859,上交所主板,*ST退市风险警示
603829,洛凯股份,15.22,-0.78,51.536,1.898,2834970940,上交所主板,正常上市
603833,欧派家居,32.59,-1.36,10.755,1.072,19852291936,上交所主板,正常上市
603836,海程邦达,8.92,-0.78,53.499,1.467,2552987241,上交所主板,正常上市
603838,*ST四通,9.64,0.52,-36.529,3.511,3084954240,上交所主板,*ST退市风险警示
603839,安正时尚,7.11,-1.52,-15.181,1.636,2751685182,上交所主板,正常上市
603843,*ST正平,7.34,0.0,-28.2,199.728,5135234560,上交所主板,*ST退市风险警示
603848,好太太,13.56,0.82,25.88,2.09,5456632289,上交所主板,正常上市
603855,华荣股份,16.39,0.0,15.889,2.462,5531805290,上交所主板,正常上市
603856,东宏股份,11.28,-0.53,12.668,1.138,3181592357,上交所主板,正常上市
603858,步长制药,16.11,1.51,45.49,1.664,16989097601,上交所主板,正常上市
603859,能科科技,42.61,0.26,50.342,2.734,11351265182,上交所主板,正常上市
603860,中公高科,26.09,-0.34,37.287,2.069,1739681200,上交所主板,正常上市
603861,白云电器,12.72,1.44,34.108,1.716,6875515588,上交所主板,正常上市
603866,桃李面包,4.31,0.23,27.398,1.311,6894789558,上交所主板,正常上市
603867,新化股份,28.8,0.0,23.195,1.997,6263618198,上交所主板,正常上市
603868,飞科电器,31.05,-1.05,26.024,3.848,13525380000,上交所主板,正常上市
603869,ST智知,8.9,-1.11,125.161,1.173,4348735693,上交所主板,ST风险警示
603871,嘉友国际,12.2,-2.01,13.828,2.653,16689705628,上交所主板,正常上市
603876,鼎胜新材,21.32,-1.75,31.867,2.592,19811976981,上交所主板,正常上市
603877,太平鸟,12.77,-0.93,30.264,1.372,6000684334,上交所主板,正常上市
603878,武进不锈,5.02,-1.76,88.745,1.088,2816972930,上交所主板,正常上市
603879,永悦科技,5.53,-0.54,-37.084,8.576,1987174753,上交所主板,正常上市
603880,南卫股份,8.32,4.13,-24.32,13.974,2404829440,上交所主板,正常上市
603881,数据港,27.28,1.49,168.628,6.989,23516789445,上交所主板,正常上市
603882,金域医学,30.83,1.85,-139.157,2.25,14282252618,上交所主板,正常上市
603883,老百姓,13.66,0.29,26.201,1.522,10366440624,上交所主板,正常上市
603885,吉祥航空,10.78,-1.1,20.617,2.278,23381876789,上交所主板,正常上市
603886,元祖股份,10.61,-1.03,26.982,1.718,2546400000,上交所主板,正常上市
603887,城地香江,12.49,10.04,-76.182,2.158,7519347468,上交所主板,正常上市
603888,新华网,16.88,0.36,37.972,3.293,12528538307,上交所主板,正常上市
603889,新澳股份,5.68,-0.53,10.805,1.415,5391482560,上交所主板,正常上市
603890,春秋电子,18.99,2.15,27.835,2.575,8485333280,上交所主板,正常上市
603893,瑞芯微,211.55,-0.91,77.414,18.924,89516018003,上交所主板,正常上市
603893,瑞芯微,211.5,-0.94,77.414,18.924,89494860825,上交所主板,正常上市
603895,天永智能,24.87,-1.23,158.1,13.097,2687949600,上交所主板,正常上市
603896,寿仙谷,15.54,0.45,-266.563,1.388,3080710797,上交所主板,正常上市
603897,长城科技,33.82,5.52,21.771,2.931,6981654731,上交所主板,正常上市
603898,好莱客,11.38,2.34,-354.478,1.155,3416611505,上交所主板,正常上市
603899,晨光股份,22.53,-0.09,15.515,2.153,20632869844,上交所主板,正常上市
603900,莱绅通灵,6.1,-1.45,24.633,1.049,2091713424,上交所主板,正常上市
603901,永创智能,9.77,-1.11,33.532,1.737,5634267133,上交所主板,正常上市
603903,中持股份,13.67,5.89,-38.16,2.448,3490217292,上交所主板,正常上市
603906,龙蟠科技,19.99,-0.15,233.662,3.174,15814327001,上交所主板,正常上市
603908,牧高笛,18.72,-0.74,-39.258,3.589,1743337215,上交所主板,正常上市
603909,建发合诚,9.51,-0.94,21.698,2.094,2479001561,上交所主板,正常上市
603912,佳力图,8.89,10.02,-77.877,2.799,4821280718,上交所主板,正常上市
603915,国茂股份,13.52,-0.73,36.582,2.343,9029771130,上交所主板,正常上市
603916,苏博特,11.08,-0.54,36.813,1.111,4657231924,上交所主板,正常上市
603917,合力科技,12.62,-0.86,125.021,1.532,2572460800,上交所主板,正常上市
603917,合力科技,12.61,-0.94,125.021,1.532,2570422400,上交所主板,正常上市
603919,金徽酒,17.38,0.17,27.114,2.494,8816178748,上交所主板,正常上市
603920,世运电路,39.7,6.23,53.064,4.407,28607514985,上交所主板,正常上市
603922,ST金鸿顺,12.37,2.83,-23.005,2.39,2216704000,上交所主板,ST风险警示
603926,铁流股份,17.32,-1.37,50.1,2.323,4035328103,上交所主板,正常上市
603927,中科软,13.76,-0.29,50.972,3.601,11435110400,上交所主板,正常上市
603928,兴业股份,13.13,-1.35,37.232,2.775,4473443520,上交所主板,正常上市
603929,亚翔集成,167.06,0.41,29.192,14.936,35643921600,上交所主板,正常上市
603931,格林达,37.56,-0.21,62.574,3.763,7495412753,上交所主板,正常上市
603933,睿能科技,21.04,0.19,77.683,3.269,4366737858,上交所主板,正常上市
603936,博敏电子,15.73,0.7,-322.372,2.312,10151324103,上交所主板,正常上市
603937,丽岛新材,11.35,-1.65,1018.759,1.533,2370924098,上交所主板,正常上市
603938,三孚股份,43.49,-0.25,180.709,6.555,16640339375,上交所主板,正常上市
603938,三孚股份,43.48,-0.28,180.709,6.555,16636513130,上交所主板,正常上市
603939,益丰药房,24.47,1.83,17.184,2.494,29667244132,上交所主板,正常上市
603948,建业股份,20.95,-1.46,14.6,1.541,3404148049,上交所主板,正常上市
603949,雪龙集团,14.44,-0.07,31.81,2.754,3043038035,上交所主板,正常上市
603950,长源东谷,62.09,7.57,51.06,6.5,20125281372,上交所主板,正常上市
603956,威派格,7.99,10.06,-31.433,2.471,4553551225,上交所主板,正常上市
603958,哈森股份,14.82,-0.8,-83.872,4.99,3250915200,上交所主板,正常上市
603959,ST百利,5.17,7.71,-14.808,6462.5,2534845789,上交所主板,ST风险警示
603960,克来机电,16.38,-0.49,202.652,3.815,4294801602,上交所主板,正常上市
603966,法兰泰克,7.95,-1.36,16.237,1.947,4137139423,上交所主板,正常上市
603967,中创物流,11.46,-0.52,13.687,1.602,3972800497,上交所主板,正常上市
603968,醋化股份,10.3,-0.87,-30.033,1.202,2106144000,上交所主板,正常上市
603968,醋化股份,10.29,-0.96,-30.033,1.202,2104099200,上交所主板,正常上市
603969,银龙股份,7.14,0.0,17.207,2.198,6222751332,上交所主板,正常上市
603970,中农立华,10.4,-0.67,16.141,1.722,2795521394,上交所主板,正常上市
603976,正川股份,28.18,0.04,326.387,3.588,4836097427,上交所主板,正常上市
603977,国泰集团,12.03,-0.58,30.006,2.161,7473539191,上交所主板,正常上市
603978,深圳新星,19.82,-0.75,-65.673,2.522,4183889006,上交所主板,正常上市
603980,吉华集团,7.26,0.69,52.654,1.247,4913810194,上交所主板,正常上市
603982,泉峰汽车,6.1,-1.29,-6.509,1.05,2227286870,上交所主板,正常上市
603983,丸美生物,29.52,2.54,55.482,3.447,11837520000,上交所主板,正常上市
603985,恒润股份,17.37,0.81,64.609,2.296,7657703512,上交所主板,正常上市
603986,兆易创新,424.0,2.62,103.749,11.79,297539894416,上交所主板,正常上市
603987,康德莱,7.7,1.32,14.372,1.18,3363289776,上交所主板,正常上市
603989,艾华集团,30.88,4.61,46.662,3.122,12314322077,上交所主板,正常上市
603991,领先股份,135.38,1.82,1114.08,5.893,20673840540,上交所主板,正常上市
603992,松霖科技,23.09,1.94,40.06,2.791,10229835624,上交所主板,正常上市
603993,洛阳钼业,18.57,-2.26,16.458,4.473,397292339968,上交所主板,正常上市
