股票代码,股票名称,最新价格,涨跌幅(%),市盈率PE,市净率PB,总市值,板块类型,风险状态
300855,图南股份,30.68,-1.29,58.056,5.773,12134906420,创业板,正常上市
300856,科思股份,12.0,9.19,56.675,2.092,5708246676,创业板,正常上市
300857,协创数据,260.0,4.08,73.166,24.359,127234390400,创业板,正常上市
300858,科拓生物,15.98,6.11,47.265,2.268,4210651986,创业板,正常上市
300859,西域旅游,27.7,-0.54,55.331,5.686,4293500000,创业板,正常上市
300860,锋尚文化,27.32,0.44,-493.456,1.645,5148473752,创业板,正常上市
300861,美畅股份,17.42,-0.68,28.443,1.772,11703460465,创业板,正常上市
300862,蓝盾光电,39.41,20.01,-76.505,3.711,7275791518,创业板,正常上市
300863,卡倍亿,44.25,4.29,69.367,7.775,11567223996,创业板,正常上市
300864,南大环境,19.39,-1.27,20.232,2.185,3085029818,创业板,正常上市
300865,大宏立,23.93,0.29,186.936,2.624,2289622400,创业板,正常上市
300866,安克创新,121.44,-2.29,28.365,5.839,71413316378,创业板,正常上市
300867,圣元环保,16.41,-1.08,15.035,1.108,4459270680,创业板,正常上市
300868,杰美特,90.07,0.55,-189.646,7.872,11454983347,创业板,正常上市
300869,康泰医学,11.71,0.95,-95.579,2.77,4705125437,创业板,正常上市
300870,欧陆通,229.77,5.88,192.824,13.443,35072906645,创业板,正常上市
300871,回盛生物,23.43,0.3,16.476,2.093,4727807485,创业板,正常上市
300872,天阳科技,16.01,1.07,-50.034,2.104,7814818539,创业板,正常上市
300873,海晨股份,17.1,-2.01,26.515,1.716,5510425923,创业板,正常上市
300875,捷强装备,34.13,-2.21,-29.622,4.005,3407360052,创业板,正常上市
300876,蒙泰高新,15.68,0.06,-40.128,2.341,2383948847,创业板,正常上市
300877,金春股份,25.06,-1.22,34.909,1.785,3007200000,创业板,正常上市
300878,维康药业,36.6,3.65,-24.563,5.81,5299325785,创业板,正常上市
300879,大叶股份,17.48,-0.85,-16.367,2.864,3537931601,创业板,正常上市
300880,迦南智能,19.87,0.15,51.047,3.612,3877377754,创业板,正常上市
300881,盛德鑫泰,32.96,-0.6,14.945,2.928,3625600000,创业板,正常上市
300882,万胜智能,15.03,-0.27,39.842,3.332,4301603856,创业板,正常上市
300883,龙利得,6.16,0.16,-171.295,1.51,2131360000,创业板,正常上市
300884,狄耐克,11.99,0.93,243.676,2.377,3043815212,创业板,正常上市
300885,海昌新材,21.17,-0.09,85.155,5.743,5253373606,创业板,正常上市
300886,华业香料,24.64,-1.44,79.872,3.087,1850907520,创业板,正常上市
300887,谱尼测试,7.52,-0.66,-20.096,1.493,4103915266,创业板,正常上市
300888,稳健医疗,29.54,0.65,22.339,1.464,17220961213,创业板,正常上市
300889,爱克股份,22.2,-1.03,-61.37,3.455,4889041176,创业板,正常上市
300890,翔丰华,26.64,-1.11,37.175,1.486,3185610774,创业板,正常上市
300891,惠云钛业,7.21,-0.83,-35.791,2.384,2884060182,创业板,正常上市
300892,品渥食品,24.83,0.61,-943.826,2.398,2483000000,创业板,正常上市
300893,松原安全,16.39,-0.73,21.062,3.667,7752490750,创业板,正常上市
300894,火星人,11.86,-0.5,-16.274,4.971,4803349942,创业板,正常上市
300895,铜牛信息,56.72,3.56,-111.206,10.677,7986213265,创业板,正常上市
300896,爱美客,104.83,0.83,27.691,4.03,31720725755,创业板,正常上市
300897,山科智能,16.18,0.06,210.17,3.238,3168792066,创业板,正常上市
300898,熊猫乳品,22.62,3.76,25.192,2.696,2804880000,创业板,正常上市
300899,上海凯鑫,29.04,-0.55,-705.797,2.952,1852271853,创业板,正常上市
300900,广联航空,24.87,0.77,-59.216,4.21,8150404707,创业板,正常上市
300901,中胤时尚,16.19,-0.8,410.913,3.999,3885600000,创业板,正常上市
300903,科翔股份,79.67,-0.77,-131.011,19.017,34687247474,创业板,正常上市
300904,威力传动,42.49,-0.56,-30.411,5.264,3075563528,创业板,正常上市
300905,宝丽迪,39.22,-1.41,43.992,3.542,7020995597,创业板,正常上市
300906,日月明,27.56,-1.25,37.475,2.354,2204800000,创业板,正常上市
300907,康平科技,47.44,12.26,106.846,5.654,4554240000,创业板,正常上市
300908,仲景食品,25.25,1.32,18.719,1.992,3686500000,创业板,正常上市
300909,汇创达,52.82,1.48,457.826,4.589,9136432751,创业板,正常上市
300910,瑞丰新材,28.44,-1.69,15.988,2.752,10893722358,创业板,正常上市
300911,亿田智能,22.81,4.16,-25.423,3.862,4182044546,创业板,正常上市
300912,凯龙高科,21.54,-2.09,-27.089,5.527,2453078592,创业板,正常上市
300913,兆龙互连,36.26,-0.36,50.367,4.703,12429243411,创业板,正常上市
300915,海融科技,20.99,-0.33,-377.231,1.721,2641366235,创业板,正常上市
300916,朗特智能,25.81,-2.23,50.756,2.729,3733261821,创业板,正常上市
300918,南山智尚,10.72,-0.28,44.673,1.401,5425761057,创业板,正常上市
300919,中伟新材,41.25,-0.75,23.715,1.81,43084231245,创业板,正常上市
300920,润阳科技,34.58,0.88,179.028,3.822,4495400000,创业板,正常上市
300921,南凌科技,15.78,0.77,136.201,4.87,4051443059,创业板,正常上市
300922,天秦装备,18.12,2.32,87.41,2.888,2914645126,创业板,正常上市
300923,研奥股份,23.87,0.13,59.164,1.638,1876182000,创业板,正常上市
300925,法本信息,15.18,-0.98,65.488,2.897,6507801785,创业板,正常上市
300926,博俊科技,18.1,-0.88,9.538,2.173,7861303949,创业板,正常上市
300927,江天化学,22.31,-1.02,102.13,3.277,3220671600,创业板,正常上市
300928,华安鑫创,25.42,-1.05,-17.343,2.01,2033600000,创业板,正常上市
300929,华骐环保,14.03,0.36,-41.773,2.415,1853825373,创业板,正常上市
300930,屹通新材,25.33,-0.9,41.521,2.674,2533000000,创业板,正常上市
300931,通用电梯,12.53,3.55,-47.08,5.134,3046932630,创业板,正常上市
300932,三友联众,10.29,0.1,59.663,2.592,4611418193,创业板,正常上市
300933,中辰股份,6.74,-0.3,-310.96,1.736,3687389660,创业板,正常上市
300935,盈建科,35.69,1.97,-32.864,3.851,2834880969,创业板,正常上市
300936,中英科技,81.0,-0.72,6961.524,6.055,6091200000,创业板,正常上市
300937,药易购,31.7,19.98,-153.509,3.707,3032633819,创业板,正常上市
300938,信测标准,29.72,2.13,49.736,5.289,10130419621,创业板,正常上市
300939,秋田微,66.61,2.51,107.061,5.525,7993200000,创业板,正常上市
300940,南极光,14.19,-0.84,48.572,2.691,3159323639,创业板,正常上市
300941,创识科技,14.83,-1.2,101.423,2.352,3036442500,创业板,正常上市
300942,易瑞生物,6.96,3.26,411.611,3.378,2819342149,创业板,正常上市
300943,春晖智控,29.22,3.73,104.637,5.832,5955620400,创业板,正常上市
300946,恒而达,41.57,-0.41,208.446,5.442,6485244246,创业板,正常上市
300947,德必集团,14.41,-0.96,-35.019,1.837,2177894199,创业板,正常上市
300948,冠中生态,21.58,-1.15,-75.057,3.633,3547258875,创业板,正常上市
300949,奥雅股份,22.25,-0.71,-15.886,3.439,1935750000,创业板,正常上市
300950,德固特,16.96,-0.93,35.352,3.136,2605802240,创业板,正常上市
300951,博硕科技,71.08,-0.59,167.666,5.228,12040994435,创业板,正常上市
300951,博硕科技,70.84,-0.92,167.666,5.228,12000338291,创业板,正常上市
300952,恒辉安防,17.33,-0.29,51.533,2.47,4187300664,创业板,正常上市
300953,震裕科技,105.95,1.78,35.762,5.432,25802919756,创业板,正常上市
300955,嘉亨家化,31.78,0.22,-149.577,3.701,3203424000,创业板,正常上市
300956,英力股份,11.22,-0.18,563.909,1.795,2417098345,创业板,正常上市
300957,贝泰妮,34.11,0.62,26.577,2.307,14448996000,创业板,正常上市
300958,建工修复,11.65,-1.69,-18.713,1.512,1825981145,创业板,正常上市
300959,线上线下,104.66,3.06,-360.751,7.636,8411293948,创业板,正常上市
300960,通业科技,16.31,-0.79,54.417,3.71,2367321474,创业板,正常上市
300961,深水海纳,11.95,0.25,-9.868,3.831,2118496000,创业板,正常上市
300962,中金辐照,13.3,0.53,30.144,3.335,3511225230,创业板,正常上市
300963,中洲特材,12.1,-0.41,92.002,4.943,5549544000,创业板,正常上市
300964,本川智能,58.31,0.78,187.005,6.111,6230983101,创业板,正常上市
300965,恒宇信通,44.37,-0.67,96.766,2.153,2662200000,创业板,正常上市
300966,共同药业,27.37,0.7,-44.192,4.295,3155244063,创业板,正常上市
300967,晓鸣股份,16.42,0.49,-83.08,4.406,3079980466,创业板,正常上市
300968,格林精密,10.82,-0.37,-82.698,2.509,4472771600,创业板,正常上市
300969,恒帅股份,79.67,1.05,79.339,9.012,13075428928,创业板,正常上市
300970,华绿生物,17.49,-0.74,12.681,1.589,2775450496,创业板,正常上市
300971,博亚精工,19.08,-0.73,23.877,2.072,2243808000,创业板,正常上市
300972,万辰集团,200.86,-0.66,22.508,19.04,39636420468,创业板,正常上市
300973,立高食品,26.05,-0.15,15.711,1.744,4411323828,创业板,正常上市
300975,商络电子,27.75,1.24,36.541,7.196,19064405511,创业板,正常上市
300976,达瑞电子,57.82,0.36,36.46,2.952,10819969060,创业板,正常上市
300977,深圳瑞捷,16.09,-0.62,110.9,1.772,2449328037,创业板,正常上市
300978,东箭科技,8.68,-0.46,29.382,2.195,3669059775,创业板,正常上市
300980,祥源新材,22.75,-0.26,52.518,2.208,3140983255,创业板,正常上市
300981,中红医疗,16.11,5.43,-54.773,1.316,6909014489,创业板,正常上市
300982,苏文电能,15.72,-1.57,-42.283,1.142,3253492095,创业板,正常上市
300983,尤安设计,43.01,0.02,-86.344,2.688,7432128000,创业板,正常上市
300984,金沃股份,34.59,0.7,132.065,6.19,6656937994,创业板,正常上市
300985,致远新能,36.34,2.31,-125.787,7.672,6777863523,创业板,正常上市
300986,志特新材,13.82,1.32,44.895,3.573,7956489663,创业板,正常上市
300987,川网传媒,13.72,-0.51,117.873,2.949,2378608960,创业板,正常上市
300988,津荣天宇,14.92,-1.0,31.504,2.241,2938614837,创业板,正常上市
300989,蕾奥规划,13.94,5.61,-210.514,3.023,2935182242,创业板,正常上市
300990,同飞股份,75.35,1.99,51.487,6.004,12901170056,创业板,正常上市
300991,创益通,29.31,-0.17,-265.92,6.736,4220640000,创业板,正常上市
300992,泰福泵业,25.19,-1.14,-195.57,2.78,2400620048,创业板,正常上市
300993,玉马科技,10.06,-0.1,21.165,1.942,3099799872,创业板,正常上市
300994,久祺股份,11.36,-0.79,21.311,2.149,2647879680,创业板,正常上市
300995,奇德新材,26.82,-0.59,109.965,2.71,2470415652,创业板,正常上市
300997,欢乐家,18.74,1.13,172.947,7.591,8151402921,创业板,正常上市
300998,宁波方正,25.89,-0.77,151.337,2.756,3551311365,创业板,正常上市
300999,金龙鱼,25.48,-1.77,37.391,1.416,138142152337,创业板,正常上市
301000,肇民科技,26.32,0.65,45.875,4.857,6401567140,创业板,正常上市
301001,凯淳股份,24.23,-0.62,-161.733,2.52,1938400000,创业板,正常上市
301002,崧盛股份,29.73,1.05,353.08,3.66,4011667437,创业板,正常上市
301003,江苏博云,52.68,0.11,58.336,4.458,5116983456,创业板,正常上市
301004,嘉益股份,34.78,-1.42,14.625,2.824,5071141792,创业板,正常上市
301005,超捷股份,83.71,1.53,1086.365,20.164,15734584890,创业板,正常上市
301005,超捷股份,83.71,1.53,1086.365,20.164,15734584890,创业板,正常上市
301006,迈拓股份,13.61,-0.22,21.645,1.438,1895600800,创业板,正常上市
301007,德迈仕,29.11,-1.22,89.859,6.783,4463727400,创业板,正常上市
301009,可靠股份,9.27,0.43,129.705,1.874,2520142200,创业板,正常上市
301010,晶雪节能,17.45,-0.57,251.75,2.273,1884600000,创业板,正常上市
301011,华立科技,15.25,-1.23,49.974,2.476,2355471172,创业板,正常上市
301012,扬电科技,26.39,-0.6,116.301,4.368,5197778675,创业板,正常上市
301013,利和兴,45.56,-0.07,-66.737,15.943,10649333631,创业板,正常上市
301015,百洋医药,25.32,5.15,25.943,5.353,13308801630,创业板,正常上市
301016,雷尔伟,12.85,-1.23,56.505,3.811,3937355984,创业板,正常上市
301017,漱玉平民,14.26,2.89,58.444,2.837,5783957603,创业板,正常上市
301018,申菱环境,94.65,3.05,185.898,12.863,35425728736,创业板,正常上市
301019,宁波色母,15.24,-0.97,26.426,2.644,3016850492,创业板,正常上市
301020,密封科技,20.93,-1.74,33.434,3.036,3064152000,创业板,正常上市
301021,英诺激光,73.1,5.65,167.927,10.718,11174792687,创业板,正常上市
301022,海泰科,23.33,-0.98,69.39,1.656,2320964660,创业板,正常上市
301023,奕帆传动,30.2,0.67,41.775,3.408,2818283328,创业板,正常上市
301024,霍普股份,32.98,-0.09,-22.399,6.211,2097033300,创业板,正常上市
301025,读客文化,9.79,8.78,352.253,6.286,3919029026,创业板,正常上市
301026,浩通科技,21.91,-2.1,22.741,2.865,4854896260,创业板,正常上市
301027,华蓝集团,21.12,2.33,-90.761,3.453,3104640000,创业板,正常上市
301028,鼎熔岩,12.94,-1.45,21.356,2.906,4999048864,创业板,正常上市
301029,怡合达,27.41,-0.25,33.606,3.873,17426913776,创业板,正常上市
301030,*ST仕净,8.75,3.55,-1.167,-4.452,1770854138,创业板,*ST退市风险警示
301031,中熔电气,91.74,1.54,29.276,8.202,13408200344,创业板,正常上市
301032,新柴股份,10.07,-0.49,21.629,1.905,2428213338,创业板,正常上市
301033,迈普医学,59.86,-0.23,36.593,4.892,4015570961,创业板,正常上市
301035,润丰股份,51.65,-1.54,19.776,2.452,18826696989,创业板,正常上市
301036,双乐股份,22.4,-0.13,100.044,1.353,2240000000,创业板,正常上市
301037,保立佳,13.18,-0.3,-25.821,3.364,1832437621,创业板,正常上市
301038,深水规院,16.52,-1.67,77.258,4.113,3685281600,创业板,正常上市
301039,中集车辆,7.91,-1.0,16.81,1.009,14824324162,创业板,正常上市
301040,中环海陆,27.68,0.22,-33.181,3.951,2768030503,创业板,正常上市
301041,金百泽,25.26,1.16,120.437,3.968,2694736800,创业板,正常上市
301042,安联锐视,35.43,2.04,109.768,3.191,3428814566,创业板,正常上市
301043,绿岛风,45.8,5.17,44.426,3.603,3114400000,创业板,正常上市
301045,天禄科技,69.63,1.15,209.91,7.407,7681467268,创业板,正常上市
301046,能辉科技,20.4,-0.49,-958.974,2.931,3439185612,创业板,正常上市
301047,义翘神州,124.98,7.46,96.685,2.848,15202160015,创业板,正常上市
301048,金鹰重工,9.12,-0.87,22.718,1.697,4864000608,创业板,正常上市
301049,超越科技,19.58,-1.46,-14.201,3.5,1845480280,创业板,正常上市
301050,雷电微力,31.82,-0.66,192.251,2.57,7877969889,创业板,正常上市
301051,信濠光电,23.03,1.68,-26.127,3.354,6546527099,创业板,正常上市
301052,果麦文化,24.92,0.65,-50.916,3.78,2466066728,创业板,正常上市
301053,远信工业,39.4,-0.51,247.236,5.811,5196281490,创业板,正常上市
301055,张小泉,30.82,-0.32,67.49,6.862,4807920000,创业板,正常上市
301057,汇隆新材,21.64,-0.23,64.752,3.225,2531218638,创业板,正常上市
301058,中粮科工,8.42,-0.36,18.775,1.841,4385161302,创业板,正常上市
301059,金三江,11.5,-0.69,31.752,4.055,2658271000,创业板,正常上市
301060,兰卫医学,10.69,7.22,300.508,2.7,4281526730,创业板,正常上市
301061,匠心家居,35.46,-0.73,12.146,2.311,10084739641,创业板,正常上市
301062,上海艾录,7.04,-0.56,-24.284,2.247,3050376701,创业板,正常上市
301063,海锅股份,17.85,-0.89,50.055,1.179,1862838923,创业板,正常上市
301065,本立科技,19.05,0.42,27.271,1.46,2019681000,创业板,正常上市
301066,万事利,12.44,-0.88,79.24,2.266,2922443501,创业板,正常上市
301067,显盈科技,32.33,-0.98,-47.083,4.086,3143639880,创业板,正常上市
301069,凯盛新材,17.06,-1.1,55.651,3.357,7731152347,创业板,正常上市
301070,开勒股份,67.43,1.46,-2718.902,11.758,8507935476,创业板,正常上市
301071,力量钻石,60.55,0.28,88.964,2.899,15406965241,创业板,正常上市
301072,中捷精工,35.57,-0.64,-68.685,5.229,3736485686,创业板,正常上市
301073,君亭酒店,18.59,-0.05,133.998,4.077,3614844945,创业板,正常上市
301075,多瑞医药,57.7,1.09,-45.801,7.463,4616000000,创业板,正常上市
301076,新瀚新材,22.71,0.0,78.384,4.291,5181727869,创业板,正常上市
301077,星华新材,24.18,11.69,32.214,3.434,4116589797,创业板,正常上市
301078,孩子王,7.46,-0.13,29.926,2.186,9434248537,创业板,正常上市
301079,邵阳液压,29.65,-0.67,396.865,6.738,3215771813,创业板,正常上市
301080,百普赛斯,91.0,10.71,88.742,5.608,15258794278,创业板,正常上市
301081,严牌股份,12.32,-1.2,356.317,2.598,2879350135,创业板,正常上市
301083,百胜智能,13.99,-1.48,81.256,2.965,2488354671,创业板,正常上市
301085,亚康股份,63.39,3.11,-40.516,5.759,5500710038,创业板,正常上市
301086,鸿富瀚,121.1,2.16,125.696,7.678,15242154620,创业板,正常上市
301087,可孚医疗,50.55,1.2,30.771,2.23,11924593350,创业板,正常上市
301088,戎美股份,12.59,-0.55,40.162,1.135,2869261000,创业板,正常上市
301089,拓新药业,26.56,7.66,-43.874,2.279,3361021920,创业板,正常上市
301090,华润材料,6.49,-0.92,-208.793,1.448,9556274655,创业板,正常上市
301091,深城交,19.33,0.89,93.365,4.203,10192322400,创业板,正常上市
301092,争光股份,46.18,-0.67,66.38,3.147,6212839415,创业板,正常上市
301093,华兰股份,83.4,4.38,419.567,8.073,17775156508,创业板,正常上市
301095,广立微,76.19,1.06,166.518,4.86,15259416095,创业板,正常上市
301096,百诚医药,50.45,4.86,-107.049,2.199,5510566928,创业板,正常上市
301097,天益医疗,35.42,1.29,-244.307,2.586,2890604700,创业板,正常上市
301098,金埔园林,8.9,0.23,-7.555,1.584,2059920317,创业板,正常上市
301099,雅创电子,51.45,0.98,52.612,6.792,9720217438,创业板,正常上市
301100,风光股份,16.27,-1.57,-111.272,1.629,3273963290,创业板,正常上市
301101,明月镜片,29.7,-0.57,29.65,3.292,5984909370,创业板,正常上市
301102,兆讯传媒,9.8,-0.51,-1328.263,1.341,3978800000,创业板,正常上市
301103,何氏眼科,17.79,4.16,102.196,1.463,2811290919,创业板,正常上市
301105,鸿铭股份,48.16,-0.27,-93.414,2.947,2456160000,创业板,正常上市
301106,骏成科技,17.3,0.0,33.272,1.903,2473221304,创业板,正常上市
301108,洁雅股份,38.02,0.08,55.046,2.249,4279388701,创业板,正常上市
301109,军信股份,13.64,-0.29,14.109,1.395,10763335485,创业板,正常上市
301110,青木科技,37.79,1.34,31.538,3.175,4895674320,创业板,正常上市
301111,粤万年青,20.86,4.61,-766.621,4.466,3337600000,创业板,正常上市
301112,信邦智能,32.3,-1.49,-41.318,3.198,3561611180,创业板,正常上市
301113,雅艺科技,16.33,-0.79,771.493,2.831,1931839000,创业板,正常上市
301115,联检科技,31.24,-1.82,-377.125,2.314,5687469427,创业板,正常上市
301116,益客食品,9.22,1.54,-23.36,2.643,4139591847,创业板,正常上市
301117,佳缘科技,21.06,0.33,-72.314,3.076,3808407592,创业板,正常上市
301118,恒光股份,22.26,-1.68,562.406,1.804,2451070860,创业板,正常上市
301119,正强股份,22.07,-1.25,32.047,3.012,3213392000,创业板,正常上市
301120,新特电气,16.15,2.28,188.396,3.844,6025982558,创业板,正常上市
301121,紫建电子,35.96,1.5,7711.782,2.149,3553785010,创业板,正常上市
301122,采纳股份,35.91,8.29,398.051,2.376,4389841579,创业板,正常上市
301123,奕东电子,74.23,2.32,-341.166,6.234,17417327200,创业板,正常上市
301125,腾亚精工,13.59,-0.73,-160.379,4.636,2695100959,创业板,正常上市
301126,达嘉维康,10.17,1.7,-8.709,1.391,2088950544,创业板,正常上市
301127,武汉天源,15.24,3.25,47.981,3.035,10272907221,创业板,正常上市
301128,强瑞技术,114.38,1.0,96.079,17.304,16564257448,创业板,正常上市
301130,西点药业,25.99,2.28,87.267,2.254,1988096863,创业板,正常上市
301131,聚赛龙,33.96,-0.79,70.894,1.675,1856336225,创业板,正常上市
301132,满坤科技,35.05,0.57,47.439,2.827,5190423027,创业板,正常上市
301133,金钟股份,28.27,-1.53,-292.848,2.5,3433861460,创业板,正常上市
301135,瑞德智能,16.77,-0.53,127.861,1.773,2176559283,创业板,正常上市
301136,招标股份,11.68,-1.18,2516.134,2.22,3214392298,创业板,正常上市
301137,哈焊华通,35.36,-1.89,168.387,4.628,6428921824,创业板,正常上市
301138,华研精机,27.35,0.07,34.736,2.851,3282000000,创业板,正常上市
301139,*ST元道,3.73,0.0,-447.142,0.233,453496384,创业板,*ST退市风险警示
301141,中科磁业,42.85,-0.88,205.427,4.15,5314797124,创业板,正常上市
301148,嘉戎技术,58.71,-1.76,170.036,3.883,6839543567,创业板,正常上市
301149,隆华新材,7.96,-0.5,33.647,2.104,4449640183,创业板,正常上市
301150,中一科技,40.0,1.86,93.276,3.544,12956155880,创业板,正常上市
301151,冠龙节能,17.21,-0.98,63.353,1.403,2908560561,创业板,正常上市
301152,天力锂能,20.19,-1.56,-15.65,1.981,2397360741,创业板,正常上市
301153,中科江南,17.7,-0.73,51.797,3.361,6295262004,创业板,正常上市
301153,中科江南,17.7,-0.73,51.797,3.361,6295262004,创业板,正常上市
301155,海力风电,47.89,2.48,34.952,1.792,10410877881,创业板,正常上市
301156,美农生物,11.72,1.56,36.338,2.867,2157734122,创业板,正常上市
301157,华塑科技,62.99,0.96,121.89,3.398,3779400000,创业板,正常上市
301158,德石股份,14.99,-1.45,28.012,2.086,2923277293,创业板,正常上市
301159,三维天地,34.43,-0.86,117.422,4.102,2663160500,创业板,正常上市
301160,翔楼新材,38.66,-0.87,31.71,3.344,6445275934,创业板,正常上市
301161,唯万密封,27.94,-0.57,36.655,3.493,3352800000,创业板,正常上市
301162,国能日新,41.11,-1.01,56.295,4.746,7674224296,创业板,正常上市
301163,宏德股份,23.29,-0.94,46.013,1.656,1900464000,创业板,正常上市
301165,锐捷网络,131.99,4.56,206.696,28.671,146988863552,创业板,正常上市
301166,优宁维,29.37,2.16,-100.215,1.276,2530767905,创业板,正常上市
301167,建研设计,13.87,-1.21,73.229,1.619,1553440000,创业板,正常上市
301168,通灵股份,42.25,-1.52,691.782,2.383,5070000000,创业板,正常上市
301169,零点有数,53.55,0.62,-114.57,8.897,3857770703,创业板,正常上市
301170,锡南科技,22.95,-0.69,23.194,1.272,2295000000,创业板,正常上市
301171,易点天下,38.43,1.48,614.899,6.44,23769761723,创业板,正常上市
301172,君逸数码,18.26,-0.33,116.641,2.756,4104822399,创业板,正常上市
301173,毓恬冠佳,31.51,-0.79,16.2,1.787,2767673666,创业板,正常上市
301175,中科环保,5.48,-0.54,20.677,2.124,8065902400,创业板,正常上市
301176,逸豪新材,48.65,-1.02,-172.644,5.536,8225093350,创业板,正常上市
301177,迪阿股份,23.38,-0.64,60.053,1.488,9358418979,创业板,正常上市
301178,天亿马,37.01,-0.83,440.955,4.423,3445788811,创业板,正常上市
301179,泽宇智能,20.34,1.95,50.573,3.243,8225649953,创业板,正常上市
301180,万祥科技,11.84,-0.42,-734.828,3.619,4736118400,创业板,正常上市
301181,标榜股份,22.86,-0.91,30.373,2.313,3433646615,创业板,正常上市
301182,凯旺科技,71.77,0.48,-60.78,10.41,6877123409,创业板,正常上市
301183,东田微,202.03,0.67,149.347,16.445,16177824991,创业板,正常上市
301185,鸥玛软件,16.62,-1.54,48.756,2.344,2549800512,创业板,正常上市
301186,超达装备,35.42,-1.36,32.925,2.516,4064214912,创业板,正常上市
301187,欧圣电气,15.48,-1.15,73.058,2.698,3946370967,创业板,正常上市
301188,力诺药包,40.15,1.03,267.476,5.477,10741595092,创业板,正常上市
301189,奥尼电子,52.3,4.45,-75.575,4.133,8558368391,创业板,正常上市
301190,善水科技,18.84,0.27,43.425,2.04,4043751660,创业板,正常上市
301191,菲菱科思,96.24,1.71,127.215,5.484,9325374979,创业板,正常上市
301192,泰祥股份,19.94,-1.14,36.667,3.05,2018765480,创业板,正常上市
301193,家联科技,18.65,2.42,-30.063,2.636,4492440553,创业板,正常上市
301195,北路智控,27.19,-1.66,26.4,1.454,3590978950,创业板,正常上市
301196,唯科科技,86.13,-0.08,56.471,4.238,14143702037,创业板,正常上市
301197,工大科雅,25.15,0.6,132.582,2.295,3031581000,创业板,正常上市
301198,喜悦智行,12.64,-0.86,-201.827,2.36,2136160000,创业板,正常上市
301199,迈赫股份,18.63,-0.69,40.238,1.789,3477773880,创业板,正常上市
301200,大族数控,296.59,5.49,140.783,12.807,145034805903,创业板,正常上市
301201,诚达药业,38.28,7.08,-1680.669,2.818,5922445183,创业板,正常上市
301202,朗威股份,34.04,0.92,72.312,3.827,4643056000,创业板,正常上市
301203,国泰环保,33.9,-0.59,25.613,1.943,2712000000,创业板,正常上市
301206,三元生物,24.05,0.97,52.555,1.141,4865933085,创业板,正常上市
301207,华兰疫苗,18.3,2.12,58.626,1.915,10998803250,创业板,正常上市
301208,中亦科技,29.7,-0.03,71.329,2.278,3564001782,创业板,正常上市
301209,联合化学,63.44,4.91,244.867,12.86,9947392000,创业板,正常上市
301210,金杨精密,24.6,-0.4,59.052,2.095,3964512679,创业板,正常上市
301211,亨迪药业,12.08,3.16,148.867,2.205,5044608000,创业板,正常上市
301212,联盛化学,23.05,-0.09,283.902,1.845,2489400000,创业板,正常上市
301213,观想科技,44.65,-0.47,261.207,6.224,5000799911,创业板,正常上市
301215,中汽股份,5.25,-0.94,31.744,2.336,6950475000,创业板,正常上市
301216,万凯新材,16.86,-0.53,19.488,1.495,9782245493,创业板,正常上市
301217,铜冠铜箔,122.9,1.98,623.053,18.602,101886010358,创业板,正常上市
301218,华是科技,47.1,0.23,-194.947,5.916,5371284000,创业板,正常上市
301219,腾远钴业,49.07,-1.11,12.365,1.902,18785534197,创业板,正常上市
301220,亚香股份,28.21,-0.39,64.779,1.825,3187924480,创业板,正常上市
301221,光庭信息,29.1,-0.89,80.872,1.852,3823748148,创业板,正常上市
301222,浙江恒威,24.86,-1.39,39.506,2.375,3488808646,创业板,正常上市
301223,中荣股份,16.91,-0.24,20.842,1.08,3265787040,创业板,正常上市
301225,恒勃股份,63.91,9.01,70.82,5.742,9208931288,创业板,正常上市
301226,祥明智能,29.88,-0.7,310.809,3.575,3250944000,创业板,正常上市
301227,森鹰窗业,25.6,-1.58,-54.98,2.099,3365348787,创业板,正常上市
301229,纽泰格,12.33,-0.8,117.196,1.807,2241353577,创业板,正常上市
301230,泓博医药,40.68,2.73,159.314,7.131,7360685006,创业板,正常上市
301231,荣信文化,27.66,0.04,-77.046,2.875,2334504000,创业板,正常上市
301232,飞沃科技,114.38,2.68,267.89,8.499,12042663579,创业板,正常上市
301232,飞沃科技,114.23,2.54,267.89,8.499,12026870612,创业板,正常上市
301233,盛帮股份,34.59,0.49,30.441,2.468,2482413612,创业板,正常上市
301234,五洲医疗,95.65,9.21,307.937,8.532,6504200000,创业板,正常上市
301235,华康洁净,47.16,-0.27,50.773,2.688,6567033631,创业板,正常上市
301236,软通动力,39.62,-1.12,761.545,3.076,41014199274,创业板,正常上市
301237,和顺科技,55.51,0.09,-27.814,3.838,4440800000,创业板,正常上市
301238,瑞泰新材,16.6,-0.66,37.781,1.649,12173332780,创业板,正常上市
301239,普瑞眼科,37.1,1.67,-315.743,2.624,5550866681,创业板,正常上市
301246,宏源药业,21.53,1.65,33.806,1.867,8612146404,创业板,正常上市
301248,杰创智能,67.82,4.85,-735.619,6.918,10424273100,创业板,正常上市
301251,威尔高,43.88,0.48,160.082,5.333,8274192094,创业板,正常上市
301252,同星科技,33.83,1.11,60.441,4.23,5724896635,创业板,正常上市
301255,通力科技,21.06,-0.47,80.703,3.003,3207859200,创业板,正常上市
301256,华融化学,10.75,-1.38,70.307,2.96,5160000000,创业板,正常上市
301257,普蕊斯,53.93,7.2,37.265,3.322,4260727246,创业板,正常上市
